Human,WT1,WT2,WT4,WT5,WT6,WT7,WT8,WT9_10,Mut3,Mut4,Mut5,Mut6,Mut7_8,Mut9_10
KRT72,0.038883608,0.091385254,0,4.876090187,6.251587316,1.139309561,0.14664195,2.649719114,4.208731467,0,0.081471877,3.356723685,4.948949718,6.353755364
KRT73,0.409062478,0.091385254,0.170166772,7.137275162,8.453564222,2.416942295,0.567013997,3.62026119,7.794098612,0.229768854,0.550679978,7.35778383,7.851817059,9.390596591
KRT75,0,0.091385254,0,3.999724384,4.848791951,0.504213422,0.247602099,1.771981745,5.142774914,0.119453828,0.367913316,3.297446724,3.779667725,5.317929209
KRT76,0.252451853,0,0.058980731,0.255511563,0.272738469,0.143507655,0,0.102583883,1.799100175,0,0.081471877,0.185814524,0.47887778,0.591451083
KRT77,0.218981154,0,0,0.389582602,0.90078252,0,0,0.062402672,0.47672784,0,0,0.42615466,0.974060708,2.008077553
KRT78,1.007759934,0.177325074,0.322363253,2.273941753,3.252786762,0,0.401597099,1.401116938,3.270151649,0.175665483,0.550679978,2.414124164,2.861116973,4.069570535
KRT79,1.582196858,3.551441842,0.170166772,6.396413833,7.042857426,1.895021023,4.131748046,4.24681244,8.567577868,3.50574148,4.203913474,6.700793531,7.425958487,8.589471803
KRT8,10.12045264,10.16554833,9.864292871,9.796223911,9.563466092,6.842867695,10.20362373,9.49051159,10.47058274,10.2154093,10.27210333,10.45487784,10.11050247,9.770048303
KRT80,2.564948768,3.652429341,3.770199322,5.795033669,6.906447603,4.354259442,3.186576391,4.176812737,6.139676854,3.50574148,3.200327878,5.940477425,6.575552204,8.05073562
KRT81,0.149616054,0.258432086,0.369725108,7.071461552,8.68575472,1.935030243,0.372085099,3.74274469,7.354937736,0.060962895,0.15858777,6.172628007,6.78521128,8.125048368
KRT82,0,0,0,2.974358094,3.304347922,0.335104354,0.03808137,1.078882849,1.878067286,0,0,2.246638327,1.519680282,3.655356545
KRT83,0.076746668,0.177325074,0.369725108,6.293974291,7.893494324,1.745546217,0.214727532,3.55961223,6.70792914,0.229768854,0.301456492,5.353939697,5.989620734,7.21710352
KRT84,0.076746668,0.335221017,0.115644602,4.961109052,5.703846649,0.143507655,0.03808137,1.402187326,6.176592544,0.060962895,0,2.97690417,3.526994265,4.509016488
KRT86,0.379070953,0.258432086,0.415581427,7.203255192,8.90033479,1.722869978,0.279744216,3.768277003,7.428655816,0.060962895,0.367913316,6.104371131,6.883255207,8.165942491
KRTAP10-7,0,0,0,0.696019351,0.69981497,0,0,0.263091664,0.334632228,0,0,0.462588667,0.07089407,0.659688767
KRTAP10-7,0,0,0,0.588587091,0.536928973,0,0,0.169037371,0.17699666,0,0,0.310983631,0.096147472,0.728771394
KRTAP10-7,0,0,0,0.207901806,0.429569225,0,0,0.060854435,0,0,0,0.095896736,0.07089407,0.324735803
KRTAP10-7,0.038883608,0,0,0.255511563,0.35328387,0,0,0.098747001,0.091210978,0,0,0.04874501,0.017569482,0.458053371
KRTAP10-7,0,0,0,0.107692669,0.187428942,0,0,0.020860466,0,0,0,0.04874501,0.044724407,0
KRTAP10-7,0,0,0,0.054850966,0.049189022,0,0,0,0.091210978,0,0,0.04874501,0.017569482,0.077958334
KRTAP10-7,0,0,0,0.107692669,0,0,0,0,0.046326194,0,0,0.04874501,0.053324589,0.020293567
KRTAP10-7,0,0,0,0.588587091,0.272738469,0,0,0.152096416,0.2968085,0,0,0.270455357,0.07089407,0.549405347
KRTAP10-7,0,0,0,0.301600234,0.429569225,0,0,0.080049503,0,0,0,0.228755571,0.017569482,0.423140522
KRTAP10-7,0,0,0,0.625293958,0.536928973,0,0,0.134748012,0.17699666,0,0,0.228755571,0.027154925,0.708652376
KRTAP10-7,0,0,0,1.414853761,1.432678158,0,0,0.477623112,0.606074328,0,0,0.694715686,0.178052436,1.664477355
KRTAP10-7,0,0,0,0.88950425,1.100670585,0,0,0.185589577,0.5101678,0,0,0.566675328,0.293993825,1.065217062
KRTAP10-7,0,0,0,1.188280101,1.375970401,0,0,0.455454043,0.542850187,0,0,0.599766426,0.264279401,1.62365394
KRTAP10-7,0,0,0,1.236531026,1.077147526,0,0,0.408960916,0.371489597,0,0,0.532807366,0.248950207,1.376127114
KRTAP1-1,0,0.177325074,0.058980731,4.966483523,6.58804312,0.835443866,0.075183341,2.494719648,4.985230271,0,0.081471877,3.802762865,4.784298392,6.064597715
KRTAP11-1,0.18471545,0,0.115644602,6.001980493,7.081423119,0.748305355,0.214727532,2.903817985,4.93840232,0,0.081471877,4.580223021,5.469563596,6.807482114
KRTAP12-2,0,0,0,0.948633001,0.760146612,0.073537465,0,0.134748012,0.407428758,0,0,0.350404423,0.044724407,0.743177416
KRTAP12-2,0,0,0,0.919371528,0.90078252,0,0,0.201770477,0.2968085,0,0,0.462588667,0.142003397,0.776805241
KRTAP12-2,0,0,0,0.389582602,0.571010675,0,0,0.134748012,0.091210978,0,0,0.310983631,0.053324589,0.436600448
KRTAP1-3,0,0.091385254,0.058980731,4.803872572,6.340716772,0.335104354,0.075183341,2.413125762,4.781211437,0,0,3.534104167,4.370782048,5.742292156
KRTAP13-1,0.18471545,0,0.058980731,6.124031945,7.736005633,0.995362132,0.279744216,2.98653299,7.106020141,0.060962895,0.081471877,4.637117429,5.669938733,7.22236238
KRTAP13-2,0,0,0,1.350537807,2.672625874,0,0,0.217596364,2.113854732,0,0,0.632115502,0.938394772,1.78185591
KRTAP13-2,0,0,0,2.178368256,3.825744107,0,0,0.540313907,3.708610527,0,0,0.840273205,1.687210959,2.732918409
KRTAP13-2,0,0,0.058980731,2.04924571,3.786395354,0,0,0.408960916,2.25861255,0,0,0.694715686,1.295150944,2.441200835
KRTAP1-5,0,0.091385254,0.058980731,4.318289826,5.743612851,0.450016744,0.075183341,2.114688255,4.044411083,0,0,3.380721195,4.095691385,5.179873045
KRTAP15-1,0,0,0.115644602,6.252045249,7.644691898,1.069130428,0.14664195,2.939062002,5.254285398,0,0.15858777,5.170633198,5.850623994,6.533101183
KRTAP16-1,0,0,0.058980731,2.062690582,2.067242392,0.073537465,0.03808137,0.634027262,0.807796492,0,0,1.205305141,0.523990312,2.435087746
KRTAP2-1,0,0,0,4.921072324,6.388085567,0.335104354,0.03808137,2.388464982,5.390707033,0.060962895,0.15858777,3.96075748,4.479409857,6.175946182
KRTAP2-3,0,0.091385254,0.058980731,3.635960825,5.545732864,0.335104354,0,1.861870767,4.74830912,0,0.081471877,3.277133863,3.613419276,4.794471155
KRTAP2-3,0,0,0,2.808699671,4.492080364,0,0,1.249363586,2.985132665,0,0,1.971222897,2.510273649,3.701832005
KRTAP2-3,0,0,0.058980731,4.381346897,5.906794782,0.143507655,0.14664195,1.825401563,4.680164013,0,0.081471877,3.17104439,3.905917853,5.357538866
KRTAP24-1,0,0,0,0.948633001,1.004185645,0.073537465,0,0.185589577,0.218049484,0,0,0.42615466,0.095002509,1.307384646
KRTAP26-1,0,0,0,1.476424434,1.375970401,0,0,0.39685384,0.371489597,0,0,1.183642512,0.241426381,1.612745825
KRTAP27-1,0,0,0.058980731,2.330611861,3.199314314,0.073537465,0,0.9986963,1.940724135,0,0,0.972481574,2.123313869,3.076028639
KRTAP3-1,0.18471545,0.258432086,0.170166772,6.396413833,7.960514468,0.995362132,0.214727532,3.272383713,6.629742601,0,0.301456492,5.212685408,6.065087251,7.494515501
KRTAP3-3,0.149616054,0,0,5.818008512,7.451826497,0.957013528,0.311185811,2.982689408,6.388098591,0.060962895,0.081471877,4.596708798,5.410646317,6.875937561
KRTAP3-3,0.038883608,0,0.170166772,5.017429872,6.566559485,0.504213422,0.03808137,2.389273838,4.952154823,0,0,3.699695579,4.634465314,5.973757526
KRTAP4-3,0.038883608,0.091385254,0.058980731,4.479844,5.940590191,0.335104354,0.181086352,2.251974124,4.801611762,0,0.081471877,3.707306764,4.304671821,5.697256193
KRTAP4-8,0.076746668,0,0.115644602,4.803872572,6.440300498,0.748305355,0.11135503,2.295174614,4.77778316,0,0,3.744771777,4.41969546,6.032416931
KRTAP4-9,0.149616054,0,0,4.097673626,5.346159404,0.606856548,0.03808137,1.934649601,3.865414749,0,0,3.219752225,3.776219478,5.371315038
KRTAP4-9,0.038883608,0,0.058980731,4.609168839,6.157988902,0.274022962,0,2.295312591,4.874037805,0,0,3.699695579,4.278925733,5.877196721
KRTAP4-9,0,0,0.058980731,2.648521528,4.106993797,0.21024071,0,1.235964108,2.760404443,0,0,1.513842551,2.288897657,4.35560147
KRTAP4-9,0,0,0,0.107692669,0.846162028,0,0,0.152096416,0.334632228,0,0,0.228755571,0.364083907,0.870283318
KRTAP4-9,0,0,0,0,0,0,0,0.116972075,0,0,0,0.04874501,0.061876113,0.584076186
KRTAP4-9,0,0,0,0.207901806,0.81805621,0,0,0.263091664,0.47672784,0,0,0.185814524,0.316145016,1.48966096
KRTAP7-1,0.18471545,0.477528123,0.369725108,7.119292716,8.479169845,1.722869978,0.401597099,3.865673508,6.040171933,0,0.231789928,6.022845418,6.547995164,8.176710983
KRTAP9-1,0,0,0,0,0.049189022,0,0,0.020860466,0.091210978,0,0,0.141556047,0.07089407,0.059244301
KRTCAP2,6.602310091,6.158415821,6.837679567,6.272439043,6.20825653,6.274282905,6.382129525,6.30030385,6.036590522,6.557444519,6.686757027,6.202556285,5.943015337,5.879510078
KRTCAP3,5.639393571,5.945303391,4.093041505,5.519622902,5.120243065,2.953431235,5.646208116,5.082364253,5.631949078,5.724662272,5.549623739,5.608849499,5.285178706,5.113415157
KRTDAP,0.038883608,0,0,4.284262774,5.06750028,0.450016744,0.430517479,1.02982006,5.491465729,0.175665483,0.367913316,4.010823535,4.391525474,6.071352922
KSR1,4.441933804,4.534068682,2.616529531,4.343293579,4.721813166,6.53729737,4.411058075,4.478605069,4.919859316,3.77044816,4.157700784,4.48159004,4.393883341,4.792598031
KSR2,0.076746668,0.177325074,0.73783578,0.301600234,0.3135732,0,0.181086352,0.140822059,0.257966373,0.332244572,0.231789928,0.270455357,0.212297946,0.433400014
KTI12,4.463531299,5.046246845,4.830763443,5.049858819,5.095576855,5.035385842,5.0613946,5.180890901,5.290822228,5.217723928,5.252626702,5.284404726,5.08569688,5.070462268
KXD1,5.822558326,5.255818952,5.512561334,5.172742397,4.783068924,5.148184431,5.359931756,5.223039241,4.811704758,5.423244433,5.406779971,5.053101212,5.079233604,5.083537667
KY,0.113641384,0.091385254,0.503140234,0,0,5.829080927,1.824160155,0.099687468,0.046326194,0,0,0,0.173101569,1.053802018
KYAT1,5.794429312,5.912787689,4.042788796,5.364068402,5.304984249,3.782373981,5.548178926,5.255398093,5.279958007,5.649742207,5.065064614,5.172009029,5.299082618,5.582743628
KYAT3,4.167102789,4.164842616,5.425589972,3.777218526,3.760784653,3.423125501,4.120699407,4.207555871,3.826123666,3.7193606,4.304899971,3.688202981,3.680284772,3.569750959
KYNU,0.285163603,0.887606882,0.222703262,0.79600299,0.873730751,0.39370436,0.912777063,1.175211706,0.17699666,0.42792161,0.550679978,0.725025781,0.727216729,0.980641769
L1CAM,2.503723458,4.688394135,2.249644481,3.594908294,4.292057366,3.065816293,3.892894294,2.702899473,4.627808453,3.494735572,3.547184036,4.010823535,4.073743812,4.417376751
L2HGDH,4.41262481,4.945750747,5.654378735,4.847247065,4.60741519,4.731815045,5.064857384,4.881798826,4.854643079,4.697523604,5.150137691,4.830733577,4.903664089,4.379535467
L3HYPDH,3.586089487,3.893677233,3.428237096,3.740044812,3.613217651,4.056221536,3.71919347,3.886145007,3.470313527,3.472468625,3.288749155,3.944748701,3.603470556,3.698945331
L3MBTL1,0.149616054,0.091385254,0.222703262,0.054850966,0,0,0.14664195,0.041134591,0.257966373,0,0,0.141556047,0.152843867,0.093388101
L3MBTL2,4.704785306,5.121347356,5.938776944,5.414750398,5.250820367,4.787511276,5.382308434,5.261928192,5.1938308,5.475962225,5.677953533,5.695589094,5.38501913,5.157897676
L3MBTL3,4.64303023,4.570259365,4.996459748,4.275629116,4.70272539,4.537596461,4.155761256,4.591279881,4.74830912,4.474798631,4.065596803,4.140168168,4.528103849,4.514536431
LACC1,3.515471261,3.18724367,2.683659856,3.714719302,4.106993797,4.57289369,2.967279437,3.562922408,3.444599778,3.103744429,3.388163266,3.737356204,3.899628804,4.253415169
LACTB,4.524737922,4.517687843,4.217994951,4.625115285,4.48539432,4.39785719,4.52773656,4.340804674,4.216349411,4.429281159,4.484118294,4.292143259,4.519438371,4.500949492
LACTB2,3.643984487,4.655081946,4.878617456,4.441762913,4.407371015,4.6797811,4.932117369,4.37128874,3.891026636,4.847805324,4.630036646,4.725974324,4.602855731,4.330116187
LAD1,5.323305756,6.714791319,5.989877965,6.760486679,7.402402676,3.589041607,6.649906935,6.084686297,7.932148797,6.67545374,6.398644183,7.39890347,7.781717157,8.09030023
LAG3,1.920862114,1.62880406,1.370566944,2.238839449,2.236062613,2.102491851,1.867104916,2.389603987,1.743947084,0.897809856,1.327987216,2.149413709,1.78803652,2.950451533
LAIR1,2.953764943,3.606696376,2.729766921,4.30420929,4.430760294,3.703494765,4.024390271,4.190818213,2.535282133,3.299854427,3.735149742,4.527456171,4.038470319,5.130889658
LALBA,6.945769822,9.169427817,2.655271325,9.682782579,9.67460354,8.689162263,10.22734848,8.625765081,8.480104517,11.13948741,10.7751097,10.25455792,9.537385208,8.564235881
LAMA1,3.631318219,4.773640052,0.73783578,4.789793566,4.772123228,2.252521196,4.450420404,4.215533093,4.351630626,4.648710709,4.422915188,4.382862494,4.74491244,4.365308276
LAMA2,2.7637374,2.445382743,1.986518555,1.766642278,4.047716813,5.969341801,2.726169721,3.293076027,2.49409355,2.249467621,2.839613163,3.131989874,2.548514006,3.373084453
LAMA3,3.857519874,3.502335845,1.808908457,4.407926151,5.33628493,3.898221146,3.600143756,3.854551542,5.527634594,2.967087182,3.172709056,4.483807525,5.10608883,5.676039735
LAMA4,7.19016255,5.654534718,5.134826468,5.472552995,6.556494127,8.349909271,5.759527075,6.499365977,6.147667267,5.715210997,5.83449874,6.166429077,6.10319296,6.361929802
LAMA5,5.117325051,5.729350516,6.333064366,6.787560622,7.095028928,5.446897692,5.108014714,6.151819149,8.181314129,5.382028864,6.826978936,6.798450218,6.502044477,7.104940685
LAMB1,6.818162431,5.559712729,4.499264803,5.652265048,6.994625909,8.632689295,5.214739154,6.611536621,7.13578391,5.294301761,5.278770594,6.477535006,6.271770973,6.822881367
LAMB2,7.362436476,7.152929227,5.784587254,6.399728386,6.610748305,7.497303044,6.434821858,6.536767613,6.993036727,6.632794209,6.527795554,6.257375528,6.541987343,6.757597664
LAMB3,8.58908513,6.750277384,3.405691344,6.620909013,7.302292944,5.053673434,7.312614926,7.308547661,7.120640528,6.838854431,6.700522435,7.239737664,7.277108784,6.96467304
LAMC1,7.296776895,6.308794447,6.774744111,6.57707936,7.372518735,8.858658224,6.259052204,7.168496358,7.176382703,6.123366728,6.384668461,6.70365026,6.965764262,7.318240734
LAMC2,6.35369322,5.786871281,4.606947241,5.439438991,6.095699444,4.474517452,5.557222073,6.153198792,6.874064161,5.533558732,5.263577624,6.091341833,6.181962949,6.821927073
LAMC3,0,0,0.415581427,0.255511563,0.466250707,0.995362132,0.341956768,0.29596512,0.371489597,0,0.081471877,0.42615466,0.170824712,1.305084746
LAMP1,9.454135646,9.309977228,9.438969627,9.603577083,9.542751457,10.30336079,9.568101175,9.58240555,9.079643155,9.59752703,9.38071476,9.434999563,9.393280088,9.743360822
LAMP2,8.435791991,8.280894291,8.31542862,8.714058733,8.785737227,9.173511716,8.574258834,8.499703982,8.395815931,8.611219817,8.423357415,8.564006053,8.597481414,8.922831869
LAMP3,0.038883608,0,0.058980731,0,0,0,0.03808137,0.021070112,0.134741349,0.060962895,0,0.04874501,0.07089407,0.040031806
LAMP5,0,0,0,0.054850966,0,0,0,0.021070112,0,0,0,0.095896736,0.027154925,0.125988537
LAMTOR1,7.673227487,7.011661559,6.864793167,7.403760119,6.932898334,7.037473038,7.475418561,7.354133138,6.921827534,7.524284701,7.373989682,7.343812651,7.179556953,7.156737304
LAMTOR2,6.779580715,6.41100192,6.156962093,6.42271945,5.848069013,5.809036172,6.398231781,6.182552791,5.847592749,6.493229093,6.202050092,6.115139707,5.803183071,5.837547301
LAMTOR3,5.281358335,5.376549221,5.205055547,5.284542132,5.19043834,5.76254312,5.317016406,5.220311489,5.23691296,5.279949144,5.280928016,5.149836726,5.075881212,5.387499399
LAMTOR4,6.551533419,6.180696414,6.021731716,6.151818079,5.344928784,5.337335476,6.272592205,5.955680457,5.010279102,6.483519397,6.093313275,5.96211105,5.521490099,5.520482693
LAMTOR5,6.073165808,5.852019665,5.717523185,6.065966497,5.767691783,5.667776479,6.082396996,5.851126147,5.396306934,6.152545789,6.099438272,6.018263246,5.788622225,5.785098809
LANCL1,6.167752316,5.485848176,5.814847955,5.444583187,5.201359291,4.887752886,5.511428607,5.675935441,5.362376763,5.443418915,5.496772698,5.357571863,5.477476685,5.246543465
LANCL2,3.647133754,4.72452733,5.287520984,4.484846369,4.444613987,4.316893716,4.717160467,4.339197276,4.25631272,4.641244211,4.802136662,4.477144817,4.680353028,4.220051473
LANCL3,0.18471545,0,0.222703262,0,0.230714179,1.331429017,0.03808137,0.082309758,0,0,0,0.04874501,0.027154925,0.162943355
LAP3,7.313721814,7.572716595,7.325591034,7.888497685,7.686584709,6.640720061,7.901505528,7.558401861,7.499830284,7.662551587,7.943847469,7.89469221,7.578350746,7.636576251
LAPTM4A,9.051028344,8.809116653,8.842947665,9.018715375,8.881255054,9.392051754,8.965554182,8.984072591,8.797737557,8.824571991,8.753212386,8.915981805,8.657582091,8.868004635
LAPTM4B,6.90787107,4.111262874,6.940756222,4.721505216,4.878013571,5.874796581,4.565709332,5.655838171,5.377177913,4.663528769,4.387312046,5.512220725,4.447430169,5.075516551
LAPTM5,6.039408083,5.750533455,5.722092425,6.612934542,7.226135571,8.190671594,5.961899061,6.631430779,5.768619962,5.82692973,6.130875717,6.815717076,6.460233948,7.782518508
LARGE1,5.10821282,4.735193145,4.811597186,4.665328944,5.097039541,5.604059108,4.589946375,4.76198232,4.508779496,4.661069638,4.453841267,4.714689982,5.111850503,5.320459775
LARGE2,7.843675773,7.432846967,6.788424422,7.166756604,7.079574615,4.703139289,7.100678427,7.388994779,6.898340839,7.268885922,7.419253049,6.929903896,6.859012225,6.391118143
LARP1,7.607451478,7.697946306,7.982543503,7.803463005,7.862009126,7.465641717,7.614037635,7.784425807,7.866893431,7.657008875,7.792533055,7.67746747,7.869395159,7.747349392
LARP4,6.464060209,7.183105477,7.811397002,7.344451002,7.398552591,6.631618442,7.257694532,7.239403554,6.946847253,7.145451905,7.634899268,7.385919687,7.142297379,6.874905927
LARP4B,6.817114241,7.179855858,7.14469167,7.138862807,7.204247219,6.826342727,7.170111702,7.138670661,7.32030309,7.289332005,7.207610739,6.967627763,7.233844825,7.127019788
LARP6,0.467237498,0,0.222703262,0.255511563,1.191105296,3.101413227,0.341956768,0.767088344,0.886301715,0.119453828,0,0.754712163,0.587241614,1.444538146
LARP7,5.921462206,5.436596779,5.542578763,5.34631286,5.374177743,4.986247979,5.226124388,5.493561564,5.510180083,5.433366938,5.370771367,5.201950018,5.568994125,5.149565928
LARS1,7.283683383,7.499531936,7.554191514,7.253582897,7.156294773,6.490238639,7.341929302,7.281258231,7.290541293,7.367582378,7.469301311,7.173280928,7.053353672,6.868749946
LARS2,10.94768522,10.21226225,11.91839551,11.0508413,10.65544018,11.38661326,10.61967214,10.99769649,10.58891905,10.93092728,11.13697053,11.08000219,10.97981521,10.83131427
LAS1L,6.251870207,6.323004897,6.426315467,6.24763739,6.165676463,5.733059878,6.251474706,6.289632867,6.52065515,6.391577159,6.312683928,6.205246501,6.293570342,6.049567487
LASP1,8.575615455,8.309426019,7.634855864,8.270554573,8.173930267,8.34574105,8.225904374,8.266485105,8.214500732,8.417213062,8.173699074,8.325677342,8.387827501,8.342738488
LAT,0.379070953,0.60704981,0.273393639,1.236531026,1.916343233,0.877115752,0.933129516,0.628121112,1.008337441,0.229768854,0.71287473,1.328864505,1.010987571,2.153209285
