"","SUM44_P1","SUM44_P2","SUM44_P3","SUM44_TamR1","SUM44_TamR2","SUM44_TamR3"
"NOVA2",5.95188,5.88685,5.92782,6.11234,6.1934,6.19663
"NOX1",5.91996,6.0618,5.93199,5.89116,5.83213,6.55689
"NPAS1",5.27986,5.32805,5.17093,5.46306,5.51261,5.78342
"NPAS2",5.76274,5.78066,5.85437,6.47843,6.19454,6.31341
"NPAT",5.21198,5.40195,5.73799,5.36068,5.0467,4.88239
"NPC1",8.01031,7.63512,7.77622,8.08146,8.39049,7.63614
"NPC2",11.3714,10.8333,10.8231,10.8791,10.809,10.052
"NPDC1",8.23502,8.14933,8.43129,8.73273,8.46159,8.42592
"NPEPPS",8.25251,8.10551,8.09514,8.24561,8.49923,8.11689
"NPFF",6.40734,6.16796,6.25927,6.59124,6.3193,6.61629
"NPHP1",3.80705,3.70524,3.76603,3.9342,3.81243,4.0009
"NPHP4",6.83455,6.40498,6.88128,6.51536,6.35329,6.11201
"NPHS1",4.91329,4.92411,4.77618,4.85248,5.02314,4.99615
"NPIPA1",10.1556,9.84824,10.1914,9.80432,10.1164,9.77761
"NPLOC4",8.86655,8.62149,8.61703,9.0236,9.00817,8.55822
"NPM1",12.6678,12.7652,12.7469,12.5049,12.5636,12.7023
"NPM3",7.08716,6.74206,7.0103,7.1752,7.08907,6.53308
"NPPA",6.0754,6.11777,6.04281,6.09942,6.04959,6.39631
"NPPB",4.68562,4.49341,4.65941,4.90957,4.66798,5.19167
"NPR1",6.60912,6.75596,6.5536,6.75772,6.70836,6.58221
"NPR2",5.3361,5.251,5.29109,5.32346,5.32531,5.29759
"NPRL2",7.85681,7.88247,7.82608,7.91284,7.95557,7.47939
"NPRL3",7.60655,7.17706,7.21763,7.72591,7.85115,7.19418
"NPTN",10.9151,10.9156,10.6305,10.5101,10.8028,10.5312
"NPTX1",5.27955,5.33757,5.32913,5.39847,5.33862,5.3313
"NPTX2",4.53059,4.42704,4.54133,4.46898,4.48628,4.68823
"NPTXR",6.47095,6.53507,6.54745,6.57968,6.5766,7.08304
"NPY",5.08543,4.97106,4.99499,5.28974,4.98196,5.19174
"NPY1R",8.17147,8.06005,7.78829,4.78335,4.86466,5.27806
"NPY2R",4.93994,5.09601,5.08878,5.09435,5.16466,5.0865
"NPY5R",5.30346,5.19587,5.08372,4.334,4.53574,4.34777
"NPY6R",5.70471,5.73112,5.8348,5.78268,5.82339,6.01011
"NQO1",11.3479,10.7993,10.6105,11.5181,10.9017,10.7752
"NQO2",9.77467,9.61378,9.41202,10.0347,10.087,9.59184
"NR0B1",4.6379,4.48719,4.57576,4.61595,4.63752,4.60501
"NR0B2",6.61922,6.32833,6.33373,6.40192,6.45273,6.54031
"NR1D2",5.88675,5.80538,5.31586,4.83767,4.49813,4.95159
"NR1H2",5.92763,5.99079,5.93198,6.16388,6.14236,5.62997
"NR1H3",6.85294,6.54107,6.94123,6.6168,6.52796,6.23398
"NR1H4",4.26525,4.33134,4.35561,4.11559,4.23377,3.9766
"NR1I2",5.88604,5.96558,5.92642,6.03312,6.00142,6.27541
"NR1I3",5.11111,4.99767,5.20981,5.03145,5.06261,5.20477
"NR2C1",6.7356,6.76683,6.95595,6.89116,7.01901,6.67084
"NR2C2",4.49237,4.57514,4.56467,4.53037,4.56278,4.65372
"NR2E1",4.48525,4.49609,4.51168,4.62944,4.5386,4.55423
"NR2E3",5.39413,5.22609,5.2385,5.56719,5.30839,5.87487
"NR2F2",8.47839,8.38076,7.97164,8.3947,8.48689,8.87464
"NR2F6",9.60427,9.44818,9.66857,10.065,9.98521,9.66513
"NR3C1",4.96765,5.018,5.14132,4.94573,4.94423,4.92189
"NR3C2",7.30607,6.98781,6.89687,6.27404,6.30084,5.62637
"NR4A1",7.08214,7.24815,7.14549,7.08299,7.2426,7.37786
"NR4A2",6.32728,6.4519,6.50247,6.15428,6.5012,6.31984
"NR4A3",5.91625,5.80644,5.76478,5.85219,5.64025,6.15089
"NR5A1",5.02172,5.20364,5.0852,5.35728,5.32552,5.46216
"NR5A2",4.26509,4.20777,4.269,3.98629,4.27256,4.11739
"NR6A1",5.81665,6.04139,5.97619,6.11693,6.21309,5.79317
"NRAP",4.10995,4.38562,4.04605,4.2709,4.14502,4.24514
"NRAS",7.26179,7.03116,6.77271,6.5948,6.77101,6.36653
"NRBP1",10.2862,10.145,9.87515,10.3132,10.2528,9.91901
"NRCAM",7.72342,7.99174,7.4178,5.44895,6.07765,6.01686
"NRDC",9.17387,9.29851,9.2213,8.93374,9.00552,9.216
"NREP",9.94921,10.0645,9.74816,9.28535,9.22735,8.82985
"NRF1",6.75063,6.60655,6.53892,6.30391,6.53489,6.1931
"NRG1",5.4013,5.63871,5.63871,5.77295,5.68646,5.70792
"NRG2",4.20941,4.20758,4.09179,4.3224,4.28688,4.73048
"NRGN",5.11312,5.13415,5.50859,5.42234,5.1936,5.6399
"NRIP1",8.50436,8.70179,8.95989,7.84045,7.8498,8.00664
"NRIP2",4.56999,4.66629,4.81104,4.79878,4.76185,5.20018
"NRL",5.32636,5.3384,5.2597,5.26814,5.39502,5.56663
"NRN1",6.22466,5.83388,5.78892,5.33075,5.47038,4.61246
"NRP1",7.64495,7.23563,6.38862,7.7666,7.50585,7.22498
"NRP2",6.41909,6.52294,6.53645,6.54453,6.47021,6.89731
"NRSN2",7.12307,7.02266,6.88778,6.87174,6.87922,7.15651
"NRTN",3.95458,3.94305,3.95319,3.91566,4.01078,3.98668
"NRXN1",4.79719,4.88056,4.72173,4.68432,4.81637,4.95379
"NRXN2",4.72139,4.74791,4.61899,4.85686,4.91716,5.68203
"NRXN3",5.65952,5.37073,5.37861,5.53341,5.7001,5.65173
"NSA2",10.5761,10.5644,10.6112,10.3136,10.1411,10.3544
"NSD2",8.52402,8.50887,8.85363,7.93573,8.00445,7.86119
"NSD3",8.45519,8.50131,8.89311,7.56796,7.50635,7.84128
"NSDHL",7.7695,7.72661,7.69947,7.96726,7.85073,7.50681
"NSF",7.78199,7.93242,7.95732,7.98856,7.97145,8.02404
"NSFL1C",8.22565,8.2543,7.90411,7.94248,7.92095,7.34614
"NSG1",5.647,5.57024,5.60564,5.7368,5.58675,5.46175
"NSG2",4.92709,4.87113,4.93174,4.98991,4.91498,5.16888
"NSL1",8.43099,8.62837,8.53681,8.61588,8.7892,8.79325
"NSMAF",7.60769,7.68114,7.81673,7.84755,7.88169,7.55594
"NSMCE4A",6.94549,7.23506,7.55872,7.39032,7.26909,7.00259
"NSUN5",9.87563,9.75538,9.90355,9.76074,9.56089,9.20418
"NSUN5P1",8.37814,8.26122,8.45727,8.21454,8.09547,7.9653
"NT5C2",5.74164,5.63857,5.11187,5.01311,5.20901,4.86922
"NT5DC2",6.3811,6.37736,5.95926,5.36082,5.35815,4.96155
"NT5DC3",6.11085,5.99906,6.19755,6.18537,5.97304,6.17037
"NT5E",3.5604,3.75282,3.71065,3.79145,3.84222,3.9976
"NTAN1",8.34676,7.82232,8.05751,8.48571,8.41361,8.06681
"NTF3",4.71939,4.46828,4.65326,4.6863,4.51126,4.66775
"NTHL1",6.66179,6.73068,6.65109,6.97019,6.82799,6.58426
"NTN1",4.83586,4.77875,4.69557,5.13445,4.69204,5.80818
"NTN3",5.00029,5.07691,4.82063,5.27158,5.1118,5.41809
"NTNG1",5.02025,4.82847,5.18964,4.97872,4.89787,4.77384
"NTRK1",4.42768,4.32696,4.30877,4.49355,4.48955,4.92454
"NTRK2",5.80858,5.93021,6.15916,6.22593,6.21334,6.22436
"NTRK3",5.86288,6.06218,6.02551,6.07756,5.94813,6.1209
"NTS",4.77898,4.43624,4.42618,4.42725,4.62911,4.38973
"NTSR1",5.61247,5.4823,5.50185,6.01456,5.4211,6.02302
"NTSR2",4.97269,4.88872,4.9774,4.78459,4.92743,4.89623
"NUAK1",6.85991,6.46062,6.07451,6.15474,6.35649,6.14747
"NUBP1",7.0834,7.49646,7.44038,7.98996,7.75802,7.30497
"NUBP2",7.87154,7.86355,7.86699,7.93899,7.99399,7.64653
"NUCB1",8.23513,8.56815,8.50813,8.83333,8.91461,8.70369
"NUCB2",10.3736,10.2642,10.1724,10.2956,10.0461,10.219
"NUCKS1",9.89667,10.0947,10.0335,9.69928,9.58482,10.1499
"NUDC",10.186,10.0077,10.1758,10.3005,10.2699,9.9433
"NUDCD3",9.26281,8.92141,9.07994,9.23631,9.2032,8.89746
"NUDT1",7.63121,7.98378,8.11654,8.13415,8.29826,8.19464
"NUDT13",5.62117,5.36495,5.42465,5.32826,5.40795,5.29234
"NUDT2",6.21372,6.0283,6.42251,6.58946,6.5985,6.74447
"NUDT21",9.42482,9.62316,9.63491,9.65879,9.86261,9.47561
"NUDT3",8.63888,8.54537,8.45572,8.22968,8.50832,8.23582
"NUDT4",3.6923,3.7041,3.61952,3.65378,3.77487,3.68933
"NUDT7",5.24634,5.23119,5.20459,5.55296,5.3101,4.75588
"NUDT9",8.0168,8.05167,7.83061,7.63528,7.82031,7.83693
"NUFIP1",5.1606,5.20677,5.15439,5.03236,5.06362,5.13896
"NUMA1",8.98376,9.22664,9.35544,8.83077,8.96533,8.5601
"NUP107",8.70168,9.0414,9.34571,8.66757,8.42717,9.11051
"NUP133",9.00396,8.80167,8.80382,8.52472,8.73022,8.87318
"NUP153",9.25416,9.0657,9.24298,8.51818,8.73779,8.80927
"NUP155",7.73493,8.20632,8.40589,7.93906,7.899,7.88916
"NUP160",6.16983,6.25638,6.48216,5.59017,5.77787,5.62215
"NUP188",7.27686,7.31377,7.58469,7.67421,7.7768,7.47553
"NUP205",7.52693,8.03858,8.66076,8.18792,8.30293,8.47289
"NUP210",8.42382,8.55208,9.04693,8.74749,8.54037,8.339
"NUP214",6.59659,6.15256,6.45029,6.9155,7.05659,6.54981
"NUP37",8.56751,8.99003,8.9343,8.87387,8.83063,8.59891
"NUP42",7.45327,7.36022,7.73617,6.96702,7.01239,6.85099
"NUP50",9.39024,9.41276,9.65364,8.87856,8.75636,9.41645
"NUP54",7.96847,8.17519,8.41612,7.69393,7.64118,7.8586
"NUP58",5.9738,6.4009,6.2435,5.59092,5.29157,5.56922
"NUP62",8.74887,8.96702,9.26027,9.20299,9.26315,9.07403
"NUP85",8.35783,8.72658,9.1203,9.53958,9.21779,9.18631
"NUP88",6.43466,6.23746,6.44409,6.06829,6.19417,6.05021
"NUP93",9.15604,9.24804,9.29581,9.95753,9.84648,9.73123
"NUP98",8.22366,8.17746,8.2009,8.13175,8.33948,7.52831
"NUPR1",12.0052,10.901,10.561,10.4035,11.2398,10.1673
"NUSAP1",8.26085,9.48551,9.71326,8.38661,8.8382,9.21334
"NUTF2",10.1869,10.1291,10.428,10.5952,10.7378,10.1018
"NVL",8.34346,8.5156,8.55484,8.82392,8.8575,9.03352
"NXF1",8.33059,8.10595,8.33354,8.37833,8.3162,8.2731
"NXPE3",4.0167,3.99217,4.10686,3.83698,4.10741,3.71307
"NXT1",8.33822,8.23647,8.23427,8.18383,7.95879,7.78323
"NXT2",7.59424,7.7122,7.85685,7.95036,7.8072,7.84907
"OARD1",8.01209,7.59216,7.65351,7.65883,7.79041,7.50728
"OAS1",10.252,10.5258,9.60865,9.09017,8.84565,8.22831
"OAS2",6.23144,7.53001,6.80729,5.67928,5.62462,5.43605
"OAS3",8.6359,9.53492,9.62861,8.6934,8.6083,8.28291
"OASL",7.12328,7.39913,7.08251,7.17938,7.08708,7.1753
"OAT",10.9108,10.6858,10.7378,10.5202,10.7638,10.687
"OAZ1",12.458,12.386,12.1856,12.352,12.3378,12.1742
"OAZ2",8.72081,8.61112,8.17349,8.37215,8.6135,7.92355
"OBSL1",8.7316,7.98003,7.32049,7.20818,7.26678,6.69191
"OCA2",6.30148,6.25015,6.20071,6.18594,6.25282,6.02759
"OCEL1",7.03276,6.72402,6.89052,7.18311,7.21774,6.72753
"OCLM",5.03828,5.22422,5.06503,5.08679,5.20822,5.01527
"OCLN",6.57901,6.83362,6.47733,6.61327,6.48089,5.82879
"OCM2",4.57366,4.47656,4.48694,4.43569,4.46533,4.55738
"OCRL",7.0961,7.15638,7.47197,7.45204,7.48642,7.23499
"ODC1",6.8992,7.41568,7.39913,7.17229,6.51843,5.99769
"ODF1",4.97796,5.18428,5.06885,5.09263,5.11889,5.71658
"ODF2",5.97503,5.91184,5.75924,6.4343,6.17315,5.90294
"ODR4",8.48336,8.54387,8.41431,8.19943,7.90647,8.19582
"OFD1",7.59999,7.57777,7.5489,6.96003,6.99999,7.40485
"OGA",8.0802,8.03348,7.83914,7.62458,7.6809,8.2723
"OGDH",9.05989,8.76107,8.89676,9.35885,9.18137,8.67291
"OGFR",8.09926,8.03622,8.10202,8.04322,7.9345,7.84068
"OGG1",5.62535,5.45945,5.68706,5.71171,5.94952,5.34523
"OGN",3.57692,3.48183,3.58711,3.6256,3.55561,3.53623
"OGT",10.1809,9.82405,10.1279,9.41668,9.91065,9.74964
"OIP5",7.35657,7.69741,8.12436,7.87783,7.83511,7.82484
"OLFM1",6.65784,6.69798,6.62075,6.86833,6.85962,7.54946
"OLFM4",3.74278,3.60316,3.71683,3.54517,3.64746,3.64955
"OLFML1",3.88492,4.10395,3.85405,3.96121,4.08417,3.98128
"OLFML2A",5.43343,5.32216,5.31968,5.44465,5.40172,5.88613
"OLFML2B",4.59668,4.59207,4.59708,4.61949,4.47006,4.46728
"OLFML3",5.58374,5.22214,5.0075,5.20137,4.95886,4.76398
"OLIG2",4.82234,4.87178,4.87861,4.86035,4.93812,5.05476
"OLR1",3.61898,3.56094,3.60443,3.70071,3.63677,3.58938
"OMD",3.90277,3.95615,3.93849,3.92443,3.88368,3.95922
"ONECUT1",4.57324,4.43732,4.4391,4.46237,4.28277,4.38992
"ONECUT2",5.30139,5.3029,5.35733,5.41141,5.20047,5.55365
"OPA1",5.93502,6.15541,6.45481,6.00172,5.91128,6.22199
"OPA3",5.04836,4.91158,4.84217,4.9675,5.06854,4.69555
"OPCML",5.26748,5.18683,5.18937,5.35352,5.29957,5.34639
"OPHN1",8.53832,8.7251,8.52113,8.70349,8.69774,8.57522
"OPN1SW",4.63258,4.64135,4.7651,4.75633,4.87967,4.59023
"OPRD1",4.78112,4.86425,4.82256,5.08635,5.09376,5.60189
"OPRK1",5.14805,5.2768,5.20196,5.23296,5.09853,5.48565
"OPRL1",5.78733,5.6247,5.68264,5.68247,5.69697,5.92375
"OPRM1",5.05444,5.16771,5.07341,5.25191,4.98745,4.95564
"OPRPN",4.53732,4.69094,4.66992,4.43729,4.39165,4.48538
"OPTN",7.41391,7.08221,7.13418,6.98928,6.90361,6.84224
"OR10H1",5.47831,5.21561,5.13231,5.2404,5.06747,5.66529
"OR10H2",4.55582,4.48836,4.45309,4.50716,4.52817,4.93692
"OR10H3",5.32083,5.41828,5.60935,5.3986,5.22565,5.08385
"OR1E1",4.38948,4.4752,4.42631,4.42631,4.41001,4.3532
"OR1F2P",5.74345,5.65279,5.69287,5.80243,5.70111,5.78214
"OR2B2",3.8309,3.82487,3.8946,3.93078,4.01937,3.85104
"OR2B6",3.83974,3.85733,3.72016,3.91272,3.96286,4.1092
"OR2F1",5.67508,5.48841,5.61991,5.65539,5.47254,5.88424
"OR2F2",3.79589,3.93866,3.8916,3.88726,4.00523,3.83946
"OR2H1",5.64699,5.74912,5.68526,5.71364,5.7506,5.92892
"OR2H2",5.22976,5.00267,5.082,5.13648,5.05599,5.65995
"OR2J2",4.42972,4.55238,4.55367,4.43195,4.46311,4.45676
"OR2J3",4.13703,3.90378,4.14462,3.972,4.01687,4.0709
"OR5I1",4.82841,4.712,4.91871,4.6632,4.85345,4.8367
"OR7A10",3.90151,4.03918,4.11804,3.94331,4.11915,4.01839
"OR7A17",4.7977,4.72743,4.70273,4.52914,4.72405,4.74554
"OR7A5",5.66433,5.47497,5.53765,5.68597,5.44623,5.54384
"OR7C1",4.2527,4.31557,4.34223,4.49649,4.44693,4.48969
"OR7C2",5.64219,5.72883,5.82579,5.59672,5.6709,5.68726
"OR7E12P",6.69312,6.44272,6.15073,6.65614,6.52875,6.38009
"OR7E14P",7.20568,6.35642,6.15498,6.74104,6.92931,5.94403
"OR7E19P",4.56334,4.30715,4.56461,4.69422,4.53875,5.05558
"OR7E24",4.11722,3.85633,3.99922,3.99825,3.93921,3.9737
"OR7E2P",3.61674,3.70411,3.70175,3.82849,3.66811,3.58083
"ORAI2",5.51642,5.41798,5.50647,5.83327,5.59027,6.15758
"ORC1",5.01245,5.0603,5.40822,5.4701,5.21877,5.31534
"ORC2",6.96309,7.08093,7.13036,6.38486,6.63314,6.77163
"ORC3",8.30783,8.53299,8.64508,8.69828,8.30413,8.64257
"ORC4",9.11469,9.25535,8.82061,8.48047,8.38037,8.26094
"ORC5",8.52585,8.44733,8.67631,8.57618,8.51754,8.50718
"ORM1",4.3378,4.4635,4.40401,4.40109,4.3737,4.45524
"ORMDL2",9.76788,9.93136,9.9196,10.1253,9.93542,9.74249
"OS9",10.8047,10.41,10.5314,10.7682,10.9958,10.6507
"OSBP",8.34422,8.18961,8.33609,8.46675,8.64589,8.27746
"OSBPL10",8.62836,9.04068,8.66309,8.71522,8.7854,8.68506
"OSBPL11",5.17187,5.24373,5.24616,4.75583,4.95168,4.98438
"OSBPL1A",7.38353,7.37491,7.48711,6.98918,6.99291,7.44822
"OSBPL2",8.65286,8.31483,8.24365,8.56354,8.89129,8.36105
"OSBPL3",4.25448,4.50088,4.37278,4.38044,4.35465,4.29211
"OSBPL7",5.05506,4.93792,4.91078,4.95209,4.96177,5.11003
"OSBPL8",7.86296,8.09204,7.62354,7.61882,7.18985,7.73921
"OSBPL9",9.35629,9.09674,8.70551,8.62911,8.62705,8.59562
"OSER1",8.89153,8.67814,8.29743,8.35872,8.5048,7.66468
"OSGEP",7.29237,7.31545,7.53302,7.42612,7.47684,7.10279
"OSGIN2",4.75845,4.6206,4.78682,4.49128,4.39165,4.39996
"OSM",5.30528,5.38356,5.37381,5.46558,5.40265,5.62699
"OSMR",4.54232,4.61516,4.69057,4.35413,4.60786,4.35757
"OSR2",9.28551,8.92012,8.90107,8.96662,9.15452,8.35484
"OSTF1",8.23614,8.22674,8.52716,8.42505,8.71501,8.46438
"OSTM1",5.23087,5.43691,5.19614,5.20856,5.22894,5.22615
"OTC",4.57717,4.42232,4.51655,4.43592,4.36308,5.18683
"OTUD3",6.1529,6.12294,6.40935,5.65838,5.90273,5.55346
"OTUD4",7.8392,7.84478,8.03216,7.43551,7.02684,7.43535
"OTULINL",4.22159,4.28612,4.34765,4.31386,4.32818,4.30101
"OVGP1",8.58075,8.08641,7.73,8.35431,8.47687,8.07234
"OVOL1",6.06041,6.09344,5.87265,6.12915,6.24788,6.44092
"OVOL2",8.32422,8.05547,7.95912,7.87701,8.00804,7.44258
"OVOL3",6.03886,5.76662,5.82722,5.81026,5.94452,6.1612
"OXA1L",9.05554,9.272,9.04509,9.0042,9.18056,8.6312
"OXCT1",8.12325,8.20754,8.30585,7.48217,7.33498,7.46496
"OXR1",6.18027,6.4894,6.64253,5.4953,5.21541,5.62123
"OXSR1",8.89699,8.84188,8.69201,8.01492,8.42443,8.30751
"OXT",5.57554,5.49559,5.6356,5.5137,5.45248,5.99542
"OXTR",4.74143,4.71882,4.73549,4.61695,4.60643,4.61341
"P2RX1",6.2614,6.23945,6.28389,6.39128,6.19262,6.45739
"P2RX3",4.10536,4.02719,4.1305,4.10271,4.12913,4.04317
"P2RX4",8.22822,8.26236,8.17729,8.77972,8.77624,8.00182
"P2RX5",5.36508,5.06987,4.9019,5.36876,5.20035,5.74373
"P2RX6",6.04542,6.06002,6.02489,6.35861,6.16021,6.77173
"P2RX7",4.49594,4.25023,4.2809,4.34378,4.36045,4.67268
"P2RY1",3.8557,3.73695,3.87644,3.82393,3.97397,3.86597
"P2RY10",3.82807,3.73228,3.81064,3.75351,3.74973,3.82164
"P2RY14",3.4639,3.49178,3.48343,3.53374,3.61631,3.43264
"P2RY2",7.19866,7.04915,7.28258,7.42985,7.27502,6.71802
"P2RY6",8.99498,8.22643,7.61106,9.56445,9.59001,9.27091
"P3H2",5.01973,4.902,4.85819,5.15911,4.97154,6.04584
"P3H3",5.14831,5.1166,5.29203,5.20755,5.16821,5.51711
"P3H4",6.57499,6.6792,6.65957,7.0506,6.88633,6.90504
"P4HA1",9.93126,9.68219,9.55117,9.81705,9.75978,9.85197
"P4HA2",9.71191,9.51788,9.50324,9.70712,9.58368,9.31328
"P4HB",11.1565,11.2762,11.5785,12.1003,11.9217,11.7405
"PA2G4",9.21488,9.18276,9.59037,9.70606,9.47871,9.45934
"PABPC1",12.9604,12.734,12.7522,12.3596,12.569,12.4439
"PABPC3",11.139,11.0181,11.0079,10.7461,10.7859,10.7777
"PABPC4",8.96875,8.96067,9.24114,9.52924,9.56932,8.8903
"PABPN1",6.31199,6.09937,6.28658,6.13497,6.29668,5.90104
"PACRG",5.63226,5.54377,5.72153,5.91753,5.86862,6.00558
"PACS2",7.77612,7.64053,7.51151,7.68208,7.72115,7.43637
"PACSIN2",10.5977,10.3543,10.1778,10.4736,10.7294,10.235
"PACSIN3",7.2278,6.6696,6.75347,7.14305,7.41564,7.1997
"PADI2",7.65602,7.44502,6.84409,7.09821,6.70569,6.64062
"PADI4",4.5107,4.48746,4.44019,4.6714,4.61371,4.7444
"PAEP",4.75594,4.92048,4.81463,5.04273,5.06296,5.1333
"PAF1",8.00357,7.72986,7.93568,8.08527,8.29721,7.78853
"PAFAH1B1",8.22492,8.14252,7.9421,8.29277,8.30088,8.30561
"PAFAH1B2",5.20469,5.19856,5.24906,5.23539,5.24292,5.2547
"PAFAH1B3",9.63969,9.99229,10.2232,9.871,9.93671,9.46157
"PAFAH2",6.58598,6.60793,6.56985,6.69317,6.85476,6.55161
"PAGE1",4.34222,4.2486,4.24195,4.32224,4.349,4.82523
"PAGE4",5.21113,5.08319,5.14404,5.13619,5.2336,5.196
"PAGR1",8.53429,8.69672,8.81702,9.13775,9.14999,8.83041
"PAICS",9.98803,10.4457,10.7563,10.2464,10.1892,10.2044
"PAIP1",9.88638,9.78865,9.66488,8.68933,9.08497,8.84653
"PAK1",7.58103,7.89707,8.25237,7.08045,7.18908,6.6917
"PAK1IP1",6.22785,6.30944,6.34703,6.28113,5.75956,6.04733
"PAK2",8.22019,8.04721,8.10623,7.45615,7.54856,7.26775
"PAK3",6.26381,6.49921,6.16938,6.6041,6.58646,6.32359
"PAK4",9.05688,9.15054,9.06133,9.50136,9.52072,9.20232
"PAK5",5.27839,5.13872,5.24829,5.23804,5.13889,5.93207
"PALLD",9.96007,9.41797,9.10569,8.06394,8.06051,7.5179
"PALM",7.2991,7.24591,7.09317,7.1371,7.13909,6.76236
"PALMD",4.26272,4.59142,4.40995,4.33976,4.23104,4.63026
"PAM",8.92047,8.53839,8.76101,9.59849,9.84675,9.32496
"PAMR1",6.13373,5.9763,5.71144,5.98787,5.79296,6.11001
"PAN2",6.7853,6.79618,6.91332,6.9617,7.0725,6.61427
"PANK2",8.29444,8.11978,7.77667,7.83904,7.73185,7.58082
"PANK3",8.60005,8.82771,9.00566,8.08869,8.07447,8.00739
"PANK4",8.08869,8.14395,8.17969,8.17051,8.25319,7.63531
"PANX1",5.45394,5.44526,5.40389,5.55056,5.34574,5.61945
"PAPOLA",10.8974,10.9469,10.7627,10.3922,9.99058,10.6231
"PAPOLB",3.71263,3.73534,3.69165,3.87234,3.85438,3.79683
"PAPPA",5.44206,5.53957,5.44794,5.81572,5.73337,6.36547
"PAPPA2",6.13387,6.24379,6.29527,6.4071,6.22853,6.31124
"PAPSS1",10.6857,11.0301,11.027,10.6406,10.5566,10.3947
"PAPSS2",10.3168,9.74387,8.96024,10.2104,10.0272,10.1216
"PAQR3",4.06943,4.2756,4.41632,3.86252,3.97462,3.80983
"PAQR4",7.40112,7.5999,7.79675,7.84751,7.45534,7.52991
"PARD3",9.21747,8.848,8.88142,8.97875,8.97842,8.9004
"PARD6A",7.53941,7.34225,7.41434,7.48179,7.25262,6.82708
"PARD6B",4.51767,4.75365,4.84551,4.76363,4.63012,4.65507
"PARG",7.5271,7.7597,7.58031,7.31111,7.04155,7.34402
"PARK7",12.7087,12.8871,12.7913,12.7805,12.7602,12.5877
"PARL",8.78066,8.59849,8.49841,8.6776,8.82754,8.31593
"PARM1",5.70719,5.34232,5.5399,5.65942,5.88905,5.27529
"PARN",8.33389,8.2249,8.38328,8.15544,8.37197,8.25047
"PARP1",10.2678,10.4024,10.7268,10.6126,10.7467,10.6675
"PARP12",7.30318,7.35144,7.00612,6.78191,6.74019,6.52432
"PARP2",8.08329,8.42188,8.6273,8.25258,8.13448,8.23013
"PARP3",6.87328,6.53315,6.62314,6.75783,6.37345,6.73888
"PARP4",7.21088,7.41814,7.34112,7.25587,7.23425,7.31801
"PART1",5.87679,5.56417,5.37142,5.57366,5.66715,5.72403
"PARVA",6.52897,6.59501,6.43321,6.48969,6.16862,6.54432
"PARVB",5.45153,5.3825,5.27254,5.56779,5.40344,5.67526
"PASK",5.23572,5.59585,6.26697,5.8579,5.71303,5.35496
"PATJ",4.75407,4.62518,4.61214,4.6368,4.54749,4.44879
"PATZ1",7.78101,7.98003,7.71004,8.25873,8.2811,7.75129
"PAWR",7.54897,7.65779,7.44739,6.83452,6.70751,6.7968
"PAX1",5.50131,5.57819,5.51432,5.50884,5.43897,5.77473
"PAX2",7.00257,6.56088,6.71297,6.72159,6.5662,6.40688
"PAX3",4.92873,5.34277,5.30876,5.2185,5.25998,5.352
"PAX4",5.44029,5.55405,5.60869,5.65417,5.22512,5.47833
"PAX5",5.65952,5.75569,5.56877,5.90209,5.81057,5.80958
"PAX6",5.84665,5.63344,5.72786,5.81201,5.61974,5.76593
"PAX7",5.33347,5.29524,5.16879,5.41518,5.52205,5.43402
"PAX8",8.23808,8.36666,8.35105,8.46573,8.40551,8.08792
"PAX9",5.51414,5.22288,5.17566,4.96386,5.08165,4.81314
"PAXBP1",7.93224,8.27775,8.63585,7.17866,7.33956,7.43769
"PAXIP1",9.43807,9.56218,9.93414,8.85084,9.50526,9.08196
"PBOV1",3.82772,4.05413,4.0124,4.05378,4.04975,3.9929
"PBX1",10.2266,10.3183,10.2117,9.31291,9.43322,9.7139
"PBX2",7.00393,6.98461,6.88674,6.76508,6.91959,6.54846
"PBX3",5.37822,5.6437,5.6162,5.17801,5.24498,4.80948
"PBXIP1",7.46999,7.23069,7.11639,7.42221,7.33736,6.98735
"PC",9.19517,9.25574,9.19215,8.98194,9.03974,8.89732
"PCBD1",9.95156,9.68091,9.84434,9.92639,9.6669,9.22892
"PCBP1",10.4313,10.5497,10.6117,10.74,10.6561,10.3646
"PCBP2",12.6521,12.2806,12.5479,12.6485,12.8158,12.3595
"PCBP3",5.55694,5.43316,5.72909,5.75511,5.50124,6.10319
"PCBP4",6.51177,6.50651,6.54331,6.80815,6.63671,6.52861
"PCCA",5.93576,5.94873,5.78962,5.4369,5.82602,5.39681
"PCCB",8.45528,8.53994,8.39308,9.07155,8.94811,8.43169
"PCDH1",7.25874,6.69444,6.79012,7.10012,7.17629,7.20228
"PCDH11X",4.48063,4.40991,4.46032,4.3896,4.46735,4.30571
"PCDH17",4.58652,4.40243,4.61972,4.46216,4.65161,4.58152
"PCDH7",6.24211,6.30095,5.91238,6.0144,5.84348,6.20293
"PCDH8",3.4606,3.43997,3.47184,3.57992,3.53439,3.68727
"PCDHA10",4.91857,4.74111,5.02057,5.13177,5.06702,5.56005
"PCDHA2",4.63259,4.28888,4.44624,4.50237,4.47614,4.54658
"PCDHA5",4.80768,4.81198,5.01462,5.00199,5.04275,5.28668
"PCDHA9",4.55823,4.26042,4.50688,4.26981,4.34284,4.00837
"PCDHB11",5.73885,6.20324,6.0492,6.05826,5.99827,6.145
