,T47.D_0h_1,T47.D_0h_2,T47.D_24h_13,T47.D_24h_14,BT.474_0h_15,BT.474_0h_16,BT.474_24h_25,BT.474_24h_26
AGGF1,8.6067,8.5531,8.6146,8.8478,7.1955,7.4042,7.279,7.5913
AGK,8.0144,7.5405,8.002,7.8138,8.6554,8.6269,8.6338,8.7232
AGL,8.5898,8.5448,7.3575,7.9274,6.8528,7.527,7.1721,7.5253
AGMAT,4.353,4.817,4.7195,4.38,4.3062,4.2655,4.1944,4.2755
AGO1,7.9973,7.4342,7.8557,7.7103,8.377,8.3136,8.3197,8.2396
AGO3,5.3652,4.7817,5.1233,5.0505,5.6586,5.5776,5.4375,6.3783
AGO4,4.0506,3.7166,3.8796,3.8204,4.2892,4.4949,4.1853,4.2574
AGPAT1,7.1686,7.6566,7.8668,7.7803,7.5219,7.6827,7.709,7.1476
AGPAT2,7.3793,7.5283,8.2936,7.9741,8.5818,8.5391,8.3151,8.3906
AGPAT3,4.7503,4.5111,5.0015,4.9814,5.0387,4.9835,4.9861,4.9814
AGPAT4,5.4643,5.4592,4.6344,4.4723,4.1585,4.3773,4.2345,4.321
AGPAT5,7.194,6.9725,7.8658,8.0007,6.5115,6.7212,7.442,7.8245
AGPS,4.4972,4.5375,4.5134,3.9513,5.8504,5.7251,5.8681,5.7713
AGR2,12.5641,12.2363,12.1931,12.302,11.705,11.6934,11.4272,11.5975
AGRN,7.611,7.9874,8.1338,8.2303,7.0967,7.0677,7.1277,7.11
AGRP,5.3529,5.6907,4.9225,4.9929,5.3216,4.921,5.1197,4.958
AGT,4.9674,5.1406,4.307,4.5304,4.1725,4.3237,4.5983,4.2845
AGTPBP1,5.018,5.2672,4.8783,4.9585,5.1154,5.2883,5.2018,5.5095
AGTR1,4.4044,4.1488,3.5913,3.7026,3.8378,3.8726,3.7926,3.5791
AGTR2,4.3974,3.85,3.9753,3.7586,3.6488,3.7642,3.6426,3.78
AGXT,5.088,5.6331,4.658,5.0421,4.8145,4.8361,5.1185,4.8725
AHCTF1,6.2423,6.0893,6.4751,7.1172,7.7774,7.9564,8.352,8.2749
AHCY,9.1011,9.5438,10.8315,10.6957,8.2534,8.2713,8.2423,8.4688
AHCYL1,10.98,10.4311,10.6859,10.6917,10.5301,10.5345,10.8217,10.6487
AHCYL2,6.7124,6.2242,6.223,6.1567,6.637,6.9815,6.6036,6.4615
AHDC1,5.0491,5.0226,4.6331,4.6337,4.7802,4.4307,4.6337,4.4246
AHI1,5.6456,5.4425,5.2132,5.2122,6.2268,6.267,6.4048,5.8855
AHNAK,10.3758,10.2556,10.5334,10.5425,9.914,9.8804,9.9299,9.7304
AHNAK2,5.804,4.8975,5.9231,5.4916,3.8855,3.9516,4.149,3.8433
AHR,7.8763,7.3609,7.1963,7.4207,7.1818,7.3757,6.8869,7.1794
AHSA1,9.7876,9.666,10.9321,10.4843,10.5259,10.2752,10.4241,10.4687
AHSG,4.6566,4.7515,4.4835,4.672,4.4682,4.5381,4.2683,4.6407
AHSP,3.9755,4.2664,4.1781,4.0797,4.0823,4.1856,4.056,4.014
AICDA,3.3946,3.5094,3.3479,3.3908,3.4544,3.4544,3.4024,3.34
AIDA,6.98,6.0145,7.844,8.0845,8.0095,8.1246,8.2101,8.2627
AIF1,5.4137,5.3403,5.1753,5.1694,5.0106,4.9439,5.0741,4.9232
AIFM1,8.0411,7.6838,8.8834,8.642,9.0999,9.0466,9.0022,8.972
AIM2,4.2036,3.9473,3.8545,3.7227,3.6069,3.6471,3.6346,3.5279
AIMP1,9.166,9.0129,9.3453,9.5768,9.2088,9.3672,9.5258,9.5258
AIMP2,9.8484,9.4834,10.4403,10.2559,9.6801,9.6753,10.0853,10.1259
AIP,8.097,8.1079,9.127,8.7183,9.3876,9.2268,8.776,8.9769
AIPL1,4.0332,3.7555,3.8026,3.8464,3.8865,3.8416,3.7992,3.8919
AIRE,4.9742,5.4371,4.5628,4.7201,4.7703,4.5553,4.675,4.7028
AJAP1,4.4266,4.5679,3.899,4.1192,4.0437,3.9569,4.0274,4.219
AK1,8.7904,8.4269,9.1353,8.7565,9.1059,9.0847,8.6406,8.8625
AK2,9.53,9.1167,10.3285,10.1004,9.6672,9.6286,9.6598,9.82
AK4,6.5571,6.5423,7.8644,7.5292,7.9653,8.0062,8.1474,8.3668
AK5,3.5624,3.5011,3.8114,3.55,3.5543,3.6507,3.5391,3.5077
AK6,9.7022,9.6435,9.3247,9.5264,9.1882,9.3164,9.1916,9.2884
AKAP1,7.785,6.9885,8.3742,8.1678,8.6401,8.4667,9.1185,8.8699
AKAP10,7.9447,7.6714,8.0087,8.2018,7.0786,7.1776,7.4624,7.4381
AKAP11,8.8438,8.6009,7.8802,8.1883,7.4311,7.981,7.6807,7.6303
AKAP12,4.7987,4.3376,4.7947,4.7621,4.0997,4.1718,4.3579,4.0884
AKAP13,5.1434,5.2943,6.4109,5.9213,7.2374,7.1683,7.2006,7.1344
AKAP17A,8.386,7.8413,7.995,7.8126,7.7959,7.7722,7.9496,8.0831
AKAP3,4.2183,4.2203,3.9627,4.3427,4.3693,4.4462,4.4136,4.3454
AKAP4,4.1396,4.2189,4.3521,4.2774,4.3321,3.9684,4.2053,4.2873
AKAP5,3.6715,3.591,3.6563,3.6628,3.5988,3.6262,3.7933,3.6089
AKAP6,4.94,4.9587,4.1681,4.5633,4.2279,4.2335,4.069,4.2234
AKAP7,5.6996,6.124,5.8091,5.8069,5.7359,5.4314,5.6588,5.681
AKAP8,7.3316,6.888,6.8595,7.014,7.9318,8.1062,8.0086,7.9495
AKAP8L,6.3259,6.8249,7.0421,6.5125,8.0727,7.945,7.9368,8.1615
AKAP9,7.8926,7.7311,6.6552,7.6256,8.292,8.6609,8.3631,8.3976
AKIP1,6.7902,7.0837,7.4413,7.3021,8.1483,8.1931,7.8025,7.9542
AKIRIN1,4.8514,5.8211,6.6371,6.677,7.1762,6.9786,6.8555,7.0233
AKIRIN2,3.9743,3.9573,4.0521,4.0833,4.2879,4.0131,3.9566,4.1143
AKR1A1,10.2251,10.3779,10.3028,10.0393,10.7717,10.7359,10.4542,10.5398
AKR1B1,4.4636,4.4305,4.0997,4.516,4.5244,4.4232,4.6065,4.6244
AKR1B10,4.0857,3.9806,4.0163,3.9612,4.5167,4.2549,4.0145,4.1152
AKR1C1,6.0491,5.8494,5.8246,6.0096,5.4505,5.714,5.6789,5.2633
AKR1C2,5.2938,4.9237,4.7515,4.9117,4.3194,4.5845,4.5372,4.2865
AKR1C3,3.5612,3.5896,3.5447,3.4289,3.3645,3.3168,3.3801,3.5086
AKR1C4,3.4524,3.4763,3.5123,3.3608,3.3612,3.4492,3.4492,3.3225
AKR1D1,3.3606,3.3325,3.3248,3.2907,3.2269,3.1533,3.2688,3.2103
AKR7A2,9.3771,9.3916,9.9427,9.5882,9.1224,9.2168,9.3446,9.3479
AKR7A3,6.3764,6.2892,7.2752,6.8255,6.4345,6.3829,6.3612,6.3896
AKT1,8.0166,8.7042,9.5972,9.1922,9.3156,9.1972,9.3504,9.067
AKT2,4.6184,5.4816,4.7908,4.5429,5.6731,5.2084,5.3691,5.5883
AKT3,3.8967,3.6466,3.914,3.7556,3.8649,3.8169,3.8653,3.9159
AKTIP,8.9799,8.7334,8.9058,9.1861,9.1388,9.0966,9.1029,9.2076
ALAD,9.1289,8.6745,8.2507,8.407,7.0513,7.1089,6.9524,7.0047
ALAS1,9.2589,8.4663,9.0093,8.785,9.0147,9.0601,8.6447,8.8232
ALAS2,5.2757,5.364,4.8243,4.8391,4.78,4.7279,4.7378,4.579
ALB,3.5655,3.5948,3.4315,3.4288,3.5313,3.48,3.4077,3.572
ALCAM,10.3678,10.5978,8.5975,8.6572,10.5879,10.7529,10.7377,10.7081
ALDH18A1,8.3988,8.5431,9.5764,9.3163,9.6958,9.3318,9.5626,9.4807
ALDH1A1,3.5955,3.7538,3.3803,3.5487,5.1917,5.1825,4.6034,5.0464
ALDH1A2,4.5659,4.575,4.4506,4.4506,4.5617,4.4232,4.3524,4.9121
ALDH1A3,7.5734,6.9,7.1538,7.208,4.9226,5.4281,5.2213,5.5352
ALDH1B1,4.662,4.6992,4.9332,4.752,4.9465,4.7972,4.5571,4.795
ALDH1L1,4.8706,4.873,4.9181,5.0242,5.1645,4.794,4.8569,4.8148
ALDH2,9.6648,9.4958,9.2702,8.8947,11.4083,11.4272,11.4264,11.2985
ALDH3A1,5.2455,4.8675,4.794,4.8436,5.1019,4.7832,4.7944,5.0743
ALDH3A2,9.831,9.1948,9.7097,9.4481,9.0488,8.9908,9.3324,9.4784
ALDH3B1,6.1621,6.3568,6.1322,6.2017,5.788,5.6028,5.8039,5.4749
ALDH3B2,9.2751,8.8297,8.9995,8.4996,11.6622,11.5613,11.3368,11.3883
ALDH4A1,7.1075,7.4011,7.4557,7.0663,9.1656,9.1632,9.0372,8.9578
ALDH5A1,6.5025,5.9932,6.6986,6.21,7.2624,7.3531,7.4589,7.5317
ALDH6A1,9.2471,9.4891,9.7076,9.5962,9.2383,8.9878,8.9301,9.0712
ALDH7A1,10.2572,10.0003,9.7246,9.8983,9.295,9.3137,9.0551,9.1275
ALDH8A1,3.4895,3.5179,3.1897,3.4179,3.9248,3.8355,3.8117,3.966
ALDH9A1,10.4287,10.302,10.2011,10.1615,10.5148,10.6129,10.5785,10.4028
ALDOA,11.8362,12.0068,12.9589,12.6847,12.5963,12.6435,12.2443,12.5216
ALDOAP2,4.4401,4.3221,4.4401,4.3878,4.387,4.2741,4.5334,4.1448
ALDOB,5.8259,5.8344,5.6818,6.1462,5.3911,5.6448,5.5869,5.5721
ALDOC,7.6829,7.8908,9.8881,8.6576,5.3056,5.3283,5.7169,4.7044
ALG12,6.1525,6.3063,6.7105,6.4708,7.0348,6.9252,6.7755,6.7126
ALG13,7.6428,6.8874,7.9603,8.0276,6.1969,6.3303,6.3309,6.3005
ALG3,8.0904,8.6603,10.1165,9.8966,8.9703,8.8979,8.8388,9.087
ALG5,9.572,9.3679,9.6837,9.6258,9.2572,9.21,9.1476,9.4473
ALG6,8.7896,8.4038,8.0196,8.2197,7.5928,7.8834,7.7281,7.8212
ALG8,10.0416,9.9451,10.1213,10.227,7.9604,8.0829,8.4577,8.5017
ALG9,7.8785,6.7406,8.0106,7.6762,6.6435,6.745,6.4824,6.6364
ALK,4.3336,4.5406,4.5674,4.407,4.6133,4.4295,4.3345,4.4754
ALKBH1,9.2532,8.75,9.1541,8.977,8.6489,8.5415,8.3218,8.4551
ALKBH4,6.6209,6.3129,6.8404,6.6598,6.946,6.6945,6.9464,6.8792
ALLC,4.4972,4.4119,4.1566,4.5939,4.2498,4.241,4.4465,4.1282
ALMS1,5.5368,5.7128,5.8409,6.2527,6.8215,6.8397,7.0555,6.9784
ALOX12,4.3932,4.2338,3.8354,3.9869,3.632,3.9174,3.8206,3.773
ALOX12B,4.3178,3.9962,4.0912,3.8857,3.8865,3.9684,3.9347,4.0004
ALOX12P2,5.5043,5.5789,4.8825,5.3449,5.298,5.3554,5.2527,5.0189
ALOX15,3.5212,3.631,3.9131,3.7088,3.7174,3.753,3.725,3.6035
ALOX15B,5.4607,5.5836,4.9151,4.9155,8.9018,8.7607,8.6688,8.7297
ALOX5,5.4772,5.4612,5.2163,5.472,5.7311,5.8153,5.2821,5.3708
ALOX5AP,4.2555,4.4107,4.3564,4.1405,4.3059,4.1568,4.1596,4.0559
ALOXE3,5.8624,6.0568,5.2157,5.7668,5.2687,5.1535,5.4761,5.1375
ALPG,5.3484,5.389,5.471,5.4617,5.3047,5.4201,5.6004,5.4395
ALPI,4.9004,4.972,4.6279,4.8625,5.0401,4.8384,4.9421,5.0168
ALPK1,5.2465,5.4898,5.375,6.1318,5.9963,6.1104,6.2501,6.147
ALPK3,4.6671,4.8891,4.5083,4.6338,5.03,4.6065,4.841,4.6338
ALPL,4.0308,3.9917,3.9938,4.0034,3.9826,3.8991,4.0486,3.7391
ALPP,3.8335,4.1955,3.7758,3.9115,3.7246,4.1658,3.8612,4.0167
ALS2CL,6.3002,5.9905,6.1632,6.4243,6.2287,5.8977,5.9973,6.023
ALX1,4.1432,4.2962,4.0745,4.1263,4.1479,4.0094,3.8903,3.9751
ALX3,4.9502,5.0267,4.7035,4.4827,4.5528,4.6953,4.3509,4.5469
ALX4,5.128,4.8293,3.9544,4.3706,4.2931,4.1381,4.2722,4.2958
AMACR,4.6338,4.7134,4.4948,4.7215,4.6583,4.7943,4.8755,4.7647
AMBN,4.8323,4.6504,4.453,4.1645,4.059,4.3069,4.3346,4.0814
AMBP,4.9051,4.8951,4.5906,4.7424,4.9563,4.7413,4.7913,5.0364
AMBRA1,7.3352,7.3852,7.8282,7.4842,7.445,7.408,7.5999,7.2928
AMD1,7.4877,7.0292,8.6295,8.9181,8.675,8.6122,9.2943,9.4169
AMELX,3.5123,3.506,3.8043,3.6831,3.6779,3.6951,3.8301,3.617
AMELY,3.8325,4.3208,4.2438,4.2229,4.081,4.2348,4.0358,4.1893
AMFR,7.218,7.568,8.9583,8.9085,6.9103,6.6319,7.1474,7.0352
AMHR2,6.4665,6.2309,5.8164,5.9605,5.6818,5.4545,5.7818,5.531
AMIGO2,9.7105,9.8095,8.081,7.6528,8.2221,8.6937,8.3218,8.5057
AMMECR1,3.8693,4.0545,6.1577,6.2388,7.238,7.4131,7.8289,7.807
AMN,6.3393,6.8059,6.3492,6.5737,6.3958,6.4127,6.3656,6.597
AMOT,3.9884,3.982,4.0297,4.1824,4.0346,3.994,4.211,3.8448
AMOTL2,9.5983,9.0051,8.4564,8.8113,7.9678,8.0797,7.4858,7.5748
AMPD1,3.6934,3.6779,3.5482,3.7273,3.7235,3.6768,3.5012,3.6637
AMPD2,6.5923,6.6022,6.8791,6.7149,5.7741,5.4999,5.7279,5.4208
AMPD3,4.5712,4.4258,4.9044,4.7317,6.1038,6.1813,6.0996,5.8904
AMPH,4.2806,4.1065,4.58,4.2558,4.265,4.4291,4.2058,4.0412
AMT,6.4634,6.5914,6.4018,6.3754,5.7749,5.7809,5.7279,5.5111
AMZ2,9.7431,9.2425,9.7396,9.4757,9.8201,9.9612,9.8488,9.8991
ANAPC10,6.9837,6.304,6.9837,7.0385,6.5049,6.8127,6.5703,7.0459
ANAPC13,11.1153,11.3354,10.4576,10.779,10.6493,10.6694,10.5021,10.6857
ANAPC15,9.0772,8.765,8.9362,8.6697,9.0438,8.8557,8.5057,8.6578
ANAPC2,6.5818,6.834,7.5285,7.1874,7.1112,6.8839,6.4188,6.5496
ANAPC5,10.7102,10.4496,10.9415,10.8804,10.3348,10.2785,10.3839,10.3701
ANG,4.8539,4.1937,5.3635,4.7085,4.4789,4.6221,4.729,4.1232
ANGEL1,6.9057,6.8766,7.6771,7.4852,7.0823,7.1341,7.6789,7.3315
ANGEL2,8.1528,7.9322,7.5403,7.4507,8.006,8.2326,7.8811,8.0945
ANGPT1,4.1605,4.746,4.3313,3.9166,3.8424,3.875,3.6024,3.6729
ANGPT2,4.0737,3.7141,3.8847,4.2335,3.875,3.8797,4.0608,3.8922
ANGPT4,4.8145,4.9365,4.4002,4.642,4.3431,4.5647,4.8245,4.4817
ANGPTL2,4.7687,5.1214,4.388,4.6495,4.4339,4.3309,4.5181,4.4466
ANGPTL3,3.479,3.6394,3.5755,3.5113,3.5203,3.6184,3.571,3.685
ANGPTL4,6.4609,6.351,6.9663,6.6939,5.5525,5.5115,5.933,5.3928
ANGPTL7,3.7955,3.9251,3.9187,3.9881,3.8446,3.8265,3.8713,3.744
ANGPTL8,4.406,4.0856,4.072,4.2192,4.1232,4.1021,4.2396,4.1519
ANK1,5.8318,5.8201,5.4534,5.9501,5.1101,5.2781,5.3147,5.1102
ANK2,4.2945,4.2951,4.3442,4.2593,4.0621,4.0684,4.0997,3.9329
ANK3,9.3901,9.4895,8.3707,8.8158,10.4706,10.4948,10.028,10.3285
ANKEF1,5.6995,5.5929,6.132,5.9979,5.4586,5.5885,5.5977,5.5459
ANKFY1,5.6948,6.3307,6.8904,6.8598,6.2605,6.21,7.1564,7.16
ANKH,3.5078,3.6549,3.4701,3.2536,3.6377,3.4355,3.2634,3.5596
ANKLE2,7.7242,6.9639,8.0875,7.9912,7.4005,7.3143,7.7565,7.4855
ANKMY1,4.8736,4.7027,5.125,4.8252,4.9947,4.9679,5.119,4.8715
ANKMY2,9.1071,8.9511,7.9306,8.0776,9.0533,8.9656,8.4409,8.7204
ANKRA2,7.5319,7.3887,7.0007,6.9582,6.8668,7.1553,6.5502,6.9756
ANKRD1,3.9566,3.8752,3.6994,3.5746,3.5889,3.7519,3.4761,3.5864
ANKRD10,7.8298,7.383,7.1033,6.9588,9.2365,9.4447,9.2591,9.5299
ANKRD10-IT1,6.7971,6.5594,6.7877,7.2543,8.0542,8.3153,7.9424,8.0118
ANKRD11,4.6713,4.6988,4.8746,4.8851,5.5034,5.2613,5.4418,5.3003
ANKRD12,5.6397,5.5649,5.7929,6.3184,7.3854,7.6904,7.6456,7.829
ANKRD17,7.5361,7.1095,7.8505,7.9758,7.9962,8.0459,8.5264,8.1236
ANKRD2,4.6104,4.7183,4.4291,4.5358,4.4528,4.33,4.416,4.6425
ANKRD26,4.9582,4.9819,5.2608,5.5887,4.7802,4.8457,4.9879,5.2337
ANKRD27,8.4496,7.8704,8.1559,7.8918,9.1153,9.1192,9.2516,9.1918
ANKRD28,6.6694,6.4489,6.3784,6.4076,6.3492,6.6377,6.3175,6.3281
ANKRD34C,3.611,3.5338,3.5686,3.5038,3.4485,3.4011,3.3855,3.3547
ANKRD36,3.2068,3.3717,3.4803,3.5029,3.7256,3.591,4.1853,3.9407
ANKRD36B,4.0352,3.8636,3.6628,3.4719,5.9963,5.6647,6.3948,6.8567
ANKRD36BP2,3.0033,2.9023,3.3532,3.0448,3.2051,3.2729,3.2687,3.1308
ANKRD40,6.1977,5.8543,6.6089,6.2842,7.1063,7.5005,7.3115,7.2491
ANKRD40CL,3.6749,3.7363,3.5855,3.8702,3.6091,3.7098,3.659,3.815
ANKRD46,7.3339,6.7531,6.9559,6.8692,7.8392,7.9907,7.8021,7.9874
ANKRD49,9.1905,9.2112,8.5048,8.7374,8.3225,8.2619,8.1615,8.3212
ANKRD53,3.738,3.7706,3.7935,3.9872,3.8781,3.7857,3.7324,3.8511
ANKRD55,3.5656,3.5342,3.6879,3.7285,3.5356,3.3603,3.6284,3.4909
ANKRD6,5.8523,5.278,5.2685,5.2503,4.0122,4.0041,4.4515,4.2591
ANKRD7,3.2514,3.3188,3.2315,3.2161,3.3272,3.2427,3.2943,3.2719
ANKS1A,7.3587,7.3022,7.7072,7.4025,7.5063,7.3367,7.4098,7.6354
ANKS1B,3.6403,3.8026,3.5966,3.7788,3.6849,3.6946,3.719,3.6779
ANKZF1,6.4698,5.5298,6.9034,6.5831,7.255,7.1445,7.1809,7.2043
ANO1,4.6158,4.3452,4.9904,4.2819,8.228,8.2453,8.1327,7.9385
ANO10,8.4163,8.6716,8.974,8.5877,8.0531,8.0928,7.8728,7.6999
ANO2,4.1692,3.9189,4.2312,4.0963,4.0705,4.1328,4.2085,4.2785
ANO3,3.1555,3.3719,3.1486,3.2503,3.2503,3.1593,3.319,3.2562
ANOS1,3.7927,3.6449,3.537,3.6047,7.5604,7.8024,7.2227,7.5554
ANP32A,7.9371,7.5464,8.5655,8.5511,8.8168,8.7106,8.7028,8.9524
ANP32A-IT1,3.3961,3.431,3.4709,3.5578,3.5574,3.5621,3.5349,3.3557
ANP32B,11.5123,11.5286,11.8741,11.7596,11.5252,11.5854,11.6166,11.6943
ANP32C,3.7469,3.7156,3.6942,3.6581,3.762,3.6953,3.727,3.7506
ANP32D,3.8549,4.3203,3.3705,3.3646,3.4652,3.3755,3.7605,3.4012
ANP32E,9.2986,9.0929,9.1372,9.3259,6.6635,6.8969,6.3579,6.758
ANPEP,3.9139,3.7616,4.2504,3.9459,4.0589,3.9126,3.9638,4.0024
ANTXR1,5.2778,5.3126,5.0853,5.5901,4.9507,5.2346,5.1757,5.1842
ANXA1,6.1228,5.7434,5.2792,4.9152,5.6217,5.9,5.3888,5.0362
ANXA10,3.7713,4.0791,3.8557,3.6306,3.5799,3.7193,3.6954,3.7162
ANXA11,9.7985,9.4738,9.4371,9.2623,9.6738,9.5551,9.3584,9.4161
ANXA13,4.5584,5.0622,4.0003,4.0893,3.9649,4.0828,4.0096,3.8371
ANXA2,13.5343,13.4287,13.0536,13.2119,12.2687,12.2619,11.9697,12.044
ANXA2P1,5.802,5.6076,5.3537,5.4258,5.0089,4.9596,4.8747,5.2185
ANXA2P2,10.8999,10.4029,10.245,10.4781,9.5975,9.3934,9.2194,9.159
ANXA2P3,7.15,6.6575,6.5451,6.6612,6.3164,6.1891,6.1202,5.8278
ANXA3,7.703,7.2257,6.2826,6.7797,9.0652,9.1431,8.5419,8.8833
ANXA4,9.2014,8.5897,8.9214,8.7118,9.703,9.5911,9.288,9.502
ANXA5,11.0008,10.3441,10.611,10.2531,10.3751,10.5667,10.1265,10.3449
ANXA6,9.2888,10.2118,11.0223,10.6144,10.0663,9.7572,9.5335,9.6526
ANXA7,10.715,10.3909,10.6816,10.8185,10.6493,10.6238,10.3687,10.4412
ANXA9,8.829,8.2773,9.0451,8.4344,6.151,5.9921,5.9346,5.9904
AOAH,5.103,5.051,4.7926,4.9752,4.7737,4.9215,5.0574,5.0057
AOC1,3.6494,4.1143,3.7665,3.82,3.7864,3.7846,3.6812,3.7665
AOC2,3.9134,3.7372,3.8047,3.9063,3.7767,3.842,4.0764,3.8288
AOC3,4.0077,4.2539,3.917,3.712,3.9851,4.004,4.1016,4.0223
AOC4P,5.2979,5.2614,5.5114,5.495,5.5368,5.2964,5.5566,5.4087
AOPEP,9.1257,9.0026,9.1038,8.8106,7.9429,8.1648,8.3016,8.701
AOX1,5.0632,5.3713,4.7936,4.8852,5.0487,5.1598,4.9944,4.7717
AP1AR,5.0207,4.734,4.8991,5.2885,5.5445,5.911,6.2156,6.2498
AP1B1,6.6055,6.8411,7.7506,7.4522,7.72,7.315,7.5066,7.4668
AP1G1,9.1808,9.0172,8.7783,8.7347,9.4658,9.5568,9.4837,9.4627
AP1G2,8.6901,8.422,8.9998,8.6001,10.3696,10.3522,10.1375,10.3515
AP1M2,8.4432,8.6844,9.6467,9.1712,10.1457,9.9759,9.8149,9.8715
AP1S1,8.1085,8.0433,9.3331,8.2581,8.8555,8.5356,9.0492,9.1583
AP1S2,7.2771,7.0114,7.8094,7.8192,6.3469,6.7056,7.0946,7.3653
AP2A2,7.0267,6.6247,7.674,7.537,8.697,8.5614,8.4675,8.344
AP2B1,8.6619,8.0495,9.6421,9.0638,9.0464,8.5699,9.3744,9.1234
AP2M1,10.3447,11.1699,12.0374,11.7813,11.5023,11.3682,11.2865,11.3913
AP2S1,8.948,10.1792,11.5855,11.2694,10.8364,10.758,10.4292,10.6907
AP3B1,8.7292,8.4995,8.5348,8.7778,8.0095,7.9661,8.2922,7.9658
AP3B2,4.1667,4.251,4.0024,4.0465,3.9002,4.1362,4.0544,4.1091
AP3D1,9.7882,10.1282,10.1659,9.9873,9.9547,10.0254,10.1674,10.0995
AP3M2,8.0823,7.643,8.0977,8.2046,7.4101,7.5922,8.0248,7.9538
AP3S1,10.2149,10.5064,10.2407,10.0644,9.367,9.4573,9.1528,9.4087
AP4E1,3.3946,3.5073,3.5483,3.5388,3.5889,3.5353,3.6078,3.5474
AP4M1,6.7334,6.6196,7.3265,6.6668,6.8174,7.0276,6.8868,7.2207
AP4S1,6.277,6.3005,6.0224,6.1936,8.0476,7.9049,7.7285,8.3516
AP5M1,9.5305,9.5458,8.7609,9.0237,9.8399,10.0966,9.7895,10.0053
AP5S1,7.0013,6.4887,6.766,6.7273,7.2977,7.1546,6.8823,6.9888
APAF1,5.9697,5.8685,5.4108,5.9033,5.4362,5.3938,5.2228,5.1679
APBA1,6.3418,6.1321,5.9668,6.02,6.1004,5.913,5.9142,5.7288
APBA2,5.6043,6.0771,5.8615,5.9946,7.387,7.0109,7.3248,7.1199
APBA3,5.4208,5.4054,5.4316,5.568,5.5931,5.3681,5.1761,5.2201
APBB1,6.1698,6.7445,5.8414,5.8496,6.2201,6.0642,6.0056,6.1982
APBB1IP,3.8545,3.9803,3.8761,3.9836,3.9717,3.7193,3.8761,3.8868
APBB2,6.5323,5.9172,6.3898,6.517,6.2817,6.5756,6.3856,6.264
APC,6.336,6.4085,6.1673,6.8201,5.9638,6.4513,6.1739,5.9931
APC2,5.7313,5.8593,4.8273,5.2838,5.1845,5.2877,5.4169,5.3989
APCS,4.209,4.1323,4.346,4.1847,4.1323,4.1662,4.2812,4.3483
APEH,7.4621,7.9985,9.555,9.1555,8.9889,9.0176,8.8184,8.9651
APEX1,10.9131,10.5971,10.7401,10.6788,12.1504,12.1551,12.1003,12.1079
APEX2,7.8809,7.6361,8.511,8.4508,7.8855,7.9639,7.7434,7.8804
APH1A,8.0166,8.2718,9.8733,8.8221,8.8764,8.7352,8.6651,8.8507
APH1B,7.1108,7.052,7.1002,6.8282,5.7496,5.6281,5.9932,6.1494
API5,9.2156,9.149,8.7097,9.0818,9.2802,9.3974,9.3364,9.2997
APIP,9.423,9.3334,9.4007,9.4678,8.7469,8.9746,9.0445,9.1319
APLNR,5.3591,5.6159,4.7046,4.8464,4.5907,4.6905,4.9518,4.4451
APLP1,6.5359,6.8025,6.8441,6.4252,6.2956,6.2956,6.1986,6.341
APLP2,11.8204,11.6235,11.8758,12.1328,11.0282,10.8418,11.2551,11.0157
APMAP,10.1269,9.7933,9.8182,9.7519,10.4481,10.3274,10.3939,10.4342
APOA1,5.1803,5.5325,5.025,5.2919,5.2802,5.2365,5.1682,5.0923
APOA2,4.0509,4.0276,3.7694,3.7857,3.5442,3.5447,3.7118,3.6429
APOA4,4.7095,4.649,5.0661,4.9389,5.0126,4.9233,5.2105,5.216
APOB,3.4698,3.2995,3.3726,3.547,3.5625,3.5232,3.5644,3.3337
APOBEC1,3.7994,3.552,3.6264,3.7519,3.7507,3.7689,3.6909,3.6859
APOBEC2,5.3225,5.2135,4.6955,5.0147,5.0788,4.8888,4.7797,4.7073
APOBEC3B,8.5378,8.4754,8.7225,8.4263,8.6934,8.9196,8.5112,8.7007
APOBEC3C,4.7733,4.7893,4.8103,4.8666,5.2068,4.9814,5.0238,5.1725
APOBEC3F,4.2302,4.5966,4.5375,4.6074,4.7802,4.6852,4.6169,4.6143
APOBEC3G,6.5741,6.8602,6.7861,6.5498,7.0273,6.6194,6.6169,6.6149
APOBR,5.056,4.8324,4.5723,4.3821,4.5019,4.2114,4.6715,4.4326
APOC1,6.1944,6.4048,6.3055,6.3906,6.4062,6.2301,6.4169,6.35
APOC3,4.6415,4.9274,3.9653,3.9836,4.0977,4.077,4.0169,3.8515
APOD,8.5321,7.8567,8.6126,7.7072,5.3435,5.2085,4.8768,4.5754
APOE,8.9267,8.5397,10.6648,9.9834,6.6088,6.6184,6.5703,6.6015
APOF,3.8128,4.233,3.7989,3.7204,3.7119,3.7836,3.6411,3.8265
APOH,4.1981,3.893,3.958,3.8639,3.7958,4.0549,3.8914,3.7452
APOL1,5.4157,5.5258,5.0745,5.2159,5.1499,5.0298,5.1199,5.2752
APOL2,6.9071,6.9468,7.1613,7.0944,7.7125,7.4528,7.3249,7.4929
APOL3,5.0691,5.0591,4.946,4.9877,4.8487,5.0376,5.081,4.9037
APOL5,4.3328,4.8262,4.2554,4.4133,4.1149,4.3752,4.4617,4.0399
APOL6,5.1729,4.8167,4.9507,4.8329,4.2928,4.6362,4.2973,4.2537
APOLD1,4.4267,4.3696,3.9502,3.9836,6.6309,6.5362,6.2124,6.228
APOM,7.0794,6.5849,7.2049,6.7959,5.6217,5.8777,5.7548,5.628
