"","MCF7_S1","MCF7_S2","MCF7_S3","MCF7_TamR1","MCF7_TamR2","MCF7_TamR3"
"LTBP1",7.386940245,7.204385294,6.062769328,6.56568856,6.586449513,6.467197952
"LTBP2",5.364537415,5.962502752,6.157852169,5.837615319,5.663059924,5.662917555
"LTBP4",5.643019184,5.18879652,5.321928095,4.848748115,4.962965392,4.789259751
"LTBR",7.214348266,7.082979284,7.48613512,7.377800505,7.411307598,7.288838396
"LTC4S",1.592158002,2.219091058,2.907275263,0.761285273,0,1.989865623
"LTF",0.324234562,1.898014819,1.666302128,1.898014819,0,2.626672753
"LTK",4.749748779,4.189033824,4.666586185,4.955173289,4.118110506,4.229203358
"LTN1",6.838056736,6.770128667,6.665179558,6.634041408,6.518613818,6.27668276
"LUC7L3",8.349276805,8.077515402,8.314642152,8.444004399,8.454990141,8.482380428
"LUM",1.566571641,0,1.024319679,2.717210299,0.549915554,1.614003045
"LUNAR1",0,0.365132593,0,1.731617723,1.674460652,0.997834333
"LUZP2",2.573616894,2.310630957,3.333423734,3.003602237,1.964953053,1.677620992
"LXN",8.092117563,8.046169072,8.420242371,12.22008444,12.28983591,12.36169956
"LY6D",4.651396174,3.704871964,3.726504285,4.057710194,4.189112917,3.534933133
"LY6E",9.559774757,9.332329758,9.010245553,9.540910699,9.477175405,9.364095249
"LY6G6C",3.322793452,3.034215715,3.589763487,4.041242982,4.496526263,1.760433875
"LY6H",4.672934439,3.946356572,3.574101508,3.383773402,4.487486349,4.331848504
"LY75",3.484524861,1.917240784,2.752320428,2.334568276,2.516771607,3.168962884
"LY86",5.483332111,5.450617424,5.309612772,5.687760584,5.373160967,5.869476634
"LY9",4.165831564,4.132988043,4.597352391,4.713310898,4.137339572,4.540709263
"LY96",2.460218329,4.314841513,3.697217803,3.008451033,3.754780632,1.82130204
"LYL1",1.267236142,0.726831217,2.390392546,0,1.409255147,0
"LYN",4.243135892,3.873419503,4.659410849,4.406400612,4.454110075,4.653060017
"LYPD1",4.965276367,5.557961427,4.520862219,5.195662563,4.994443956,5.025294623
"LYPD3",9.681382498,9.73689233,9.142436414,7.765959006,7.508159231,7.529180648
"LYPLA1",7.914193757,8.565943643,8.234204305,8.881364842,9.302769137,9.037102134
"LYPLA2",6.897010447,6.724568422,6.430887386,7.048595855,6.847921764,7.003489803
"LYRM1",6.043169495,5.710806434,6.325458375,6.8142556,6.756222713,6.565856082
"LYRM4",5.723858864,5.962710958,6.064925952,6.642643817,6.708628697,6.535197601
"LYRM9",4.990001823,4.678804338,4.069444397,3.340134952,3.409255147,4.042294126
"LYST",5.430720157,5.422838483,5.691645824,5.88075898,6.001329372,6.265024253
"LYZ",2.856587375,0.568518598,1.52656966,1.771463058,0.702214251,2.46048047
"LYZL6",3.945420425,4.757396677,4.706806799,3.886647689,3.692538788,4.392935588
"LZTFL1",3.099968417,2.428410425,3.209765266,4.307209918,4.234654595,4.148934105
"LZTR1",6.111469565,5.977325723,5.483138599,6.299519424,6.44141708,6.099232075
"LZTS3",1.492109553,2.904387754,3.399854674,3.321928095,3.616240056,3.684482144
"M6PR",9.917992588,10.10569641,10.4916988,9.348345302,9.463142192,9.388721235
"MAB21L2",2.862153795,3.841872509,3.818134761,2.613295899,3.161081482,3.367371066
"MACF1",6.222051029,6.324954578,6.499989352,6.138855417,6.430101244,6.056171643
"MACO1",6.040585628,5.767389962,4.703266848,5.404596626,5.457594292,5.294069295
"MAD1L1",5.086911117,5.700495205,5.466105019,4.806581843,4.945467247,4.658725619
"MAD2L1",7.54331801,7.579338568,7.513135397,8.019546252,8.19974595,7.948659246
"MAD2L1BP",6.62817575,6.678931067,6.672609203,6.523969617,6.099947384,6.381075676
"MADCAM1",4.493647334,4.049369386,0.695993813,4.505636912,1.706641057,4.135042286
"MADD",7.258019473,7.076783537,7.15892268,6.685884099,6.511088466,6.726517909
"MAEA",8.044984192,8.127205071,8.045262754,8.276859527,8.351632746,8.321211078
"MAF",3.383496944,2.240008965,3.318750669,2.863145543,3.551762085,3.175364914
"MAFB",5.40507337,6.213347282,5.193219787,7.103403219,7.314696526,6.593443414
"MAFF",3.149421968,3.432959407,3.479877249,3.529196268,3.480652891,1.653977179
"MAFG",5.347913642,3.624451873,4.909869089,4.671180127,4.730042105,5.405141463
"MAFK",5.145351386,4.394445545,4.061948965,4.321134394,4.510075782,4.210856386
"MAG",3.240314329,4.194717463,3.34553831,3.948040106,3.046316431,4.051111036
"MAGEA1",4.061776198,3.494031523,0.958285901,4.040980077,3.564256211,4.448702765
"MAGEA10",0,2.884793263,4.17990909,2.422502135,1.635986504,1.948227044
"MAGEA11",3.11653111,3.998376054,2.624334889,1.494159564,2.392042598,2.468322644
"MAGEA12",3.656610775,2.098621677,3.825175049,3.668346088,3.940072761,4.399717984
"MAGEA4",2.756169328,1.558267634,1.779469857,2.311212455,3.136683578,2.308302621
"MAGEA6",3.863740264,3.372952098,4.100052547,5.750660096,5.540461302,5.066261442
"MAGEA8",2.184915004,1.567058626,2.548683218,3.370303799,3.061257771,3.156396617
"MAGEB1",2.621758857,3.899755686,2.899369008,1.020057652,2.510202406,1.424922088
"MAGEB2",3.068498846,3.524941266,2.72049737,4.141269285,3.558879853,3.704429352
"MAGEB3",2.033863452,1.58062791,1.091530593,3.006298024,2.147957881,2.822322261
"MAGEB4",0.96051171,2.377956634,2.685940148,2.131260215,1.82700601,2.241535142
"MAGEC1",4.175923742,4.060566245,2.275603079,4.135699027,2.544979883,3.702435914
"MAGEC2",2.988048397,3.194559886,3.795663063,3.559614174,3.150072197,4.135124395
"MAGEC3",3.514879713,2.527320608,1.549915554,3.010242756,1.794519841,3.160436198
"MAGED1",9.427968561,9.329670784,8.662978063,9.042409049,8.87535004,8.771694139
"MAGED2",9.043555036,8.950622964,8.527183746,8.017704819,7.790680824,7.788998852
"MAGEF1",8.84474342,8.931818953,8.781451518,8.59692769,8.61095838,8.610984209
"MAGEH1",4.578999076,5.079932723,5.483557842,5.08006068,4.523750121,4.927706862
"MAGI1",4.784085143,4.08031656,5.05067582,4.954568571,4.960372698,4.655924213
"MAGI2",4.913416033,5.149625196,5.271575078,4.897772866,5.441018619,3.364992574
"MAGOH2P",4.561326136,5.029762065,4.570887905,4.875534352,4.768184325,4.444335771
"MAGT1",6.213872156,6.273683722,6.0925246,6.035205995,6.401067231,5.928346633
"MAK16",5.783744746,5.65082199,6.730504103,7.27857955,7.239932613,7.030402296
"MAL",3.535057595,3.823851242,4.597054368,3.842677192,3.562913999,4.448834892
"MALL",3.987775616,3.42693562,4.071762669,4.413187861,4.300855871,3.426801472
"MALT1",3.983677695,3.545474211,3.294106065,3.873616364,4.379759569,4.273441291
"MAML1",7.880318194,8.027834136,7.623566952,7.592531786,7.406153973,7.407471724
"MAML3",3.384464315,2.070732786,3.495695163,2.931304844,1.271425676,3.017743787
"MAMLD1",4.592815798,4.860615238,4.582435573,2.44652092,3.894041651,4.698440756
"MAN1A1",5.717594177,6.267854115,5.918863237,5.740738714,5.700689394,5.095629101
"MAN1A2",6.806182256,7.110373684,6.947257039,7.387043676,7.453624576,7.103896235
"MAN1B1",7.460963668,7.344615485,7.12452459,6.709883365,6.552192603,6.319292771
"MAN1C1",4.781254786,4.576522138,5.5055734,5.22897257,4.908620792,5.0812544
"MAN2A1",6.874723207,6.548559927,6.537715394,6.163740235,5.662290965,5.603032826
"MAN2A2",7.816254094,7.295190363,7.262104244,6.878504654,6.675604253,6.820408754
"MAN2B1",6.656753767,7.38253757,6.587004872,6.474419819,6.200555357,5.988434749
"MAN2B2",6.710985468,6.466382409,6.339867814,5.975056919,5.803821147,5.753524313
"MAN2C1",6.408728842,6.123893772,5.92659251,5.813627296,5.877646104,5.719566794
"MANBA",5.267797946,5.428209404,4.345467344,4.936779257,4.633547458,4.471252504
"MANF",7.154261172,7.150082355,7.293287708,7.058413913,7.307929374,7.127292787
"MAOA",4.31889525,4.980390956,5.195150711,5.424519044,5.552561516,5.565018276
"MAOB",6.774773884,6.609636781,6.607463479,5.590272654,5.394514142,5.164263351
"MAP1A",6.018367116,5.720524731,5.786988345,5.980596597,6.008585489,6.148079945
"MAP1B",3.794415866,4.304803056,4.224580566,3.926189234,4.008719933,4.532441647
"MAP1LC3B",8.329262655,8.454657095,7.995620189,7.86298443,7.931742144,7.814755483
"MAP1S",5.350921507,5.58520293,5.025516109,5.207853817,5.488836315,5.381940881
"MAP2",4.639753107,4.848497755,4.634535188,5.004186752,4.305240966,4.59878204
"MAP2K1",7.369291982,7.515865384,7.431915413,7.830153894,7.78640033,7.494231581
"MAP2K2",9.00968588,9.156793501,9.055472251,8.918842372,8.873028778,8.844495503
"MAP2K4",6.150336269,6.481137456,6.258537769,5.990682628,5.60872055,5.797894932
"MAP2K5",5.892221001,5.885671972,5.347063227,5.249217769,4.801986364,5.235382426
"MAP2K6",5.648407918,5.402892682,5.320195821,4.656153103,3.996659904,4.447050155
"MAP2K7",5.137134606,4.598841578,4.801365628,4.322577162,4.760806423,4.33778244
"MAP3K1",4.766913134,4.593294006,4.554404666,4.234118063,4.615180851,4.55924706
"MAP3K10",2.374622206,3.301294981,0,0.442545456,1.331705216,0
"MAP3K11",7.592546736,7.659838953,7.579134882,6.598930881,6.605005332,6.462150503
"MAP3K12",7.019457294,7.063168547,7.163669801,6.926070602,7.488426637,6.785903597
"MAP3K13",4.312374747,3.558145159,3.935176839,4.079719436,3.882936449,4.358677571
"MAP3K14",3.674234648,3.650764559,3.581110175,4.050849922,3.408983529,3.891808001
"MAP3K20",3.546709289,5.383531504,5.297815031,5.241611408,4.252173413,4.700606173
"MAP3K3",8.15700833,7.588669668,7.919477146,7.756969891,7.46224868,8.092165145
"MAP3K4",5.298071735,5.53763775,4.854544286,5.880881397,5.654464184,5.735115956
"MAP3K5",4.891662208,5.213425053,4.786230415,5.633867092,5.896126506,5.4479428
"MAP3K7",6.237143024,6.331490258,6.169684532,6.316308688,6.524392835,6.395011372
"MAP3K8",4.714135594,4.297631643,5.210778477,3.206955732,2.209453366,2.949908398
"MAP3K9",5.377956634,5.799683124,5.636160564,5.593831801,5.626293108,5.253459878
"MAP4",8.163891153,8.316964811,8.062116314,8.397379433,8.402176425,8.247965479
"MAP4K1",3.731509115,3.850699427,4.255576265,4.326321618,4.405039322,4.079548784
"MAP4K2",2.042294126,3.656610775,3.889278834,2.776525151,3.098790088,3.349931373
"MAP4K3",5.38024459,5.526381863,5.392248721,5.207697669,5.11053029,4.619354316
"MAP4K4",5.930477156,5.84797186,5.688432165,5.168722254,5.015560012,5.05232894
"MAP4K5",5.01028752,5.550562109,5.85613914,5.409119344,5.6387979,5.132083248
"MAP7",5.3323499,6.142964759,5.891321967,6.648292862,6.830077816,6.345609272
"MAP7D1",6.526350561,6.876185396,6.389687261,6.896199179,6.79262113,6.943546308
"MAPK1",7.548043529,7.796065574,7.421862859,7.683015645,7.630594766,7.697085718
"MAPK10",5.00193732,4.877057089,4.580326413,5.19908337,4.926568791,5.090387697
"MAPK11",5.268696379,5.525567789,4.75536832,5.266074386,5.065572312,5.580567616
"MAPK12",5.805292456,5.521050737,5.470732074,5.063028293,4.96767586,5.676803354
"MAPK13",6.466692369,6.371053482,6.690654545,6.986558838,6.801417366,6.843003966
"MAPK14",6.802231999,6.769626299,6.49820299,6.33876312,6.467556644,6.52453388
"MAPK1IP1L",9.447490348,9.416556882,9.654097155,8.911526813,8.900767204,8.91684981
"MAPK3",8.4059158,8.251752225,8.300412052,7.57799522,7.524110703,7.475052448
"MAPK4",4.049892102,2.733354341,2.993130871,3.953544624,3.513743385,3.421829205
"MAPK6",9.037376731,9.413306354,9.257805032,9.493891466,9.619174547,9.534100521
"MAPK7",5.248193249,5.394308342,5.075190314,4.80395027,4.908380611,4.886842754
"MAPK8",4.153156788,3.687508661,4.306043456,4.224657734,4.235190927,3.649960285
"MAPK8IP1",4.327543662,4.286067924,4.100893572,2.150884571,3.419404054,3.131424859
"MAPK8IP2",5.267648153,5.170205498,5.142781009,5.599228515,5.319834669,5.214085939
"MAPK8IP3",6.386293635,5.842199465,5.811727898,6.056149961,5.417886262,6.137298581
"MAPK9",7.808745422,7.810552356,7.724561601,7.785334759,7.817847063,7.868532444
"MAPKAP1",7.888627585,7.799993888,7.798646761,7.808449409,7.869889908,7.833244317
"MAPKAPK2",8.227404156,8.189745505,8.047085731,8.345210065,8.15165083,8.051393855
"MAPKAPK3",6.295337324,6.288247809,6.517307193,6.180406485,6.063783343,5.82000021
"MAPKAPK5",5.690752307,6.033334895,6.105992292,6.300910767,6.394788497,6.263579071
"MAPKBP1",4.756436232,4.895448047,4.693040838,4.622696128,4.507540957,4.944155663
"MAPRE1",8.72925705,8.854971207,8.924376067,9.253221118,9.324729612,9.400962666
"MAPRE2",6.320881762,5.87774425,5.906457722,6.152690464,5.874108399,6.227375274
"MAPRE3",6.361136691,6.603285102,5.93454009,6.160416028,5.812369866,6.248326098
"MAPT",5.808874104,5.504239013,5.777971963,6.887403416,6.886269677,6.742653014
"MARCKS",4.155182533,4.69259458,2.934516502,3.339992484,3.856388177,3.426264755
"MARCKSL1",9.393589954,9.484234823,9.211742315,9.431414028,9.598973669,9.25724168
"MARCO",1.811471031,1.915329676,2.448636697,1.837943242,2.112032836,3.128293401
"MARF1",4.231432408,5.170646169,4.296824459,5.078012003,4.783718558,4.974483425
"MARK2",7.691415517,7.365115092,7.571729894,7.446487837,6.820255564,7.34173674
"MARK3",7.899078932,8.012440175,7.87483999,7.440478861,7.506248067,7.570766497
"MAS1",4.955545297,4.371558863,4.816958032,5.155263504,4.682179986,4.993583794
"MASP1",4.662262477,5.089413404,4.835974588,4.826192536,4.813011549,4.908236483
"MASP2",4.1567202,4.523373766,4.997156895,4.752052762,4.364082113,4.992632492
"MAST1",0,1.648925559,2.206643224,0.339137385,1.098284796,0
"MAST2",6.698274051,6.917336273,6.869242187,7.267694965,7.318587999,7.11047809
"MAST3",5.323694315,5.157852169,4.922102681,3.866809092,4.303999875,4.010332283
"MAST4",7.986245949,7.888286628,8.226205046,7.577700724,7.466292671,7.583188097
"MAT1A",3.431221784,0,2.211946682,0,0.688851744,0
"MAT2A",8.771251752,8.669044487,9.535211212,9.018525688,9.160673172,9.19284759
"MAT2B",8.498562035,8.591986029,8.519734526,8.457389088,8.539348831,8.541061758
"MATK",4.820587455,5.400059684,5.760859637,5.462150503,5.453320026,5.198886991
"MATN1",3.626672753,3.495055528,3.83975808,3.918863237,5.08346869,4.499016697
"MATN2",6.94636827,7.14683848,6.606308968,5.928038631,5.585833866,5.52240106
"MATN3",1.572889668,2.575312331,2.92808602,1.820485343,3.120517834,3.066433674
"MATN4",4.564987801,4.926521352,4.70348835,4.147795113,4.170325694,5.100010483
"MAU2",6.944553949,6.94395648,6.974598142,6.826128964,6.958169879,6.716812604
"MAX",7.512708863,7.320277068,7.673909705,7.798283858,7.841979407,7.59551112
"MAZ",9.720685466,9.605014595,9.891870262,9.998007875,9.681050375,9.772073692
"MB",7.931783503,8.177917792,7.837388252,8.670518169,8.576045897,8.527011672
"MBD1",5.617298483,5.935011783,5.543124645,6.051415608,5.522149933,6.058749412
"MBD2",7.731366554,8.042398104,8.032376393,7.929110432,8.076222367,7.912146846
"MBD3",7.483517536,7.476276366,7.719922673,7.77002292,7.795630598,7.682741827
"MBD4",8.897101233,9.225653314,8.45531489,8.095017177,8.030738855,7.977526077
"MBIP",7.314279606,7.344251517,7.43181515,6.159911691,6.053372041,6.267929002
"MBL2",3.637726158,3.346105909,2.70354372,0.776525151,3.638884763,3.800226917
"MBNL1",7.078012003,7.400128015,7.540670522,8.29574598,8.720907728,8.358857756
"MBNL2",3.631919134,4.639868846,4.104672131,4.952892642,5.341060646,4.871202965
"MBOAT2",4.921721947,4.759209108,3.766065051,4.973014238,5.066519781,4.39609097
"MBOAT7",9.536093709,9.587049892,9.017206506,8.377115071,8.53989936,8.291598954
